name,product_name,halal_code,fda_number,barcode,expiry_date,company_name,company_address,company_email,cordinator_name,cordinator_contact,long_product_detail,image_link,category
N/A,100% Aromatic Coconut Water (250 ml),91T6030011167,73-2-00562-2-0001,8857200407014,06/11/2025,"Family Green Harvest Co.,Ltd.","111/25 Moo 11 Bangrakham, Banglane, Nakornphathom, 73130, Thailand., Bang Rakam, Bang Len, Nakhon Pathom, 73130",piyaporn@familygreenharvest.com,Piyaporn Phoosuphanusorn,0816435630,100% Aromatic Coconut Water (250 ml),https://halal.co.th/storages/products/778776.png,Slaughterhouse/meat
Tipco,"65 % MIXED VEGETABLE JUICE & 35 % MIXED FRUIT JUICE (CARROT,CELERY, TOMATO, ORANGE, PASSIONFRUIT, PINEAPPLE)",91A7090281249,14-2-00249-2-0054,8851013740498,05/12/2026,"TIPCO F&B CO., LTD.","118/1 TIPCO TOWER, RAMA 6 RD., PHAYATHAI, PHAYATHAI, BANGKOK 10400, THAILAND., Phaya Thai, Khet Phaya Thai, Bangkok, 10400",numphueng@tipco.net,numphueng,035-950851-4 #3606,,https://halal.co.th/storages/products/376343.jpg,Slaughterhouse/meat
N/A,-,20U2420020268,N/A,N/A,12/02/2026,"L&L CHICKEN FOOD CO., LTD","13/26 M.8 LAHAN BANGBUATHONG NONTHABURI 11110, Lahan, Bang Bua Thong, Nonthaburi, 11110",mookar03.sj@gmail.com,Sunisa jaroensuk,0870848783,,https://halal.co.th/storages/products/797707.jpg,Slaughterhouse/meat
N/A,-,20U2420030268,N/A,N/A,12/02/2026,"L&L CHICKEN FOOD CO., LTD","13/26 M.8 LAHAN BANGBUATHONG NONTHABURI 11110, Lahan, Bang Bua Thong, Nonthaburi, 11110",mookar03.sj@gmail.com,Sunisa jaroensuk,0870848783,,https://halal.co.th/storages/products/794330.jpg,Slaughterhouse/meat
N/A,-,20U2420040268,N/A,N/A,12/02/2026,"L&L CHICKEN FOOD CO., LTD","13/26 M.8 LAHAN BANGBUATHONG NONTHABURI 11110, Lahan, Bang Bua Thong, Nonthaburi, 11110",mookar03.sj@gmail.com,Sunisa jaroensuk,0870848783,,https://halal.co.th/storages/products/797704.jpg,Slaughterhouse/meat
N/A,-,20U2420050268,N/A,N/A,12/02/2026,"L&L CHICKEN FOOD CO., LTD","13/26 M.8 LAHAN BANGBUATHONG NONTHABURI 11110, Lahan, Bang Bua Thong, Nonthaburi, 11110",mookar03.sj@gmail.com,Sunisa jaroensuk,0870848783,,https://halal.co.th/storages/products/797710.jpg,Slaughterhouse/meat
N/A,-,20U2420060268,N/A,N/A,12/02/2026,"L&L CHICKEN FOOD CO., LTD","13/26 M.8 LAHAN BANGBUATHONG NONTHABURI 11110, Lahan, Bang Bua Thong, Nonthaburi, 11110",mookar03.sj@gmail.com,Sunisa jaroensuk,0870848783,,https://halal.co.th/storages/products/797711.jpg,Slaughterhouse/meat
N/A,-,20U2420070268,N/A,N/A,12/02/2026,"L&L CHICKEN FOOD CO., LTD","13/26 M.8 LAHAN BANGBUATHONG NONTHABURI 11110, Lahan, Bang Bua Thong, Nonthaburi, 11110",mookar03.sj@gmail.com,Sunisa jaroensuk,0870848783,,https://halal.co.th/storages/products/797712.jpg,Slaughterhouse/meat
N/A,-,20U2420080268,N/A,N/A,12/02/2026,"L&L CHICKEN FOOD CO., LTD","13/26 M.8 LAHAN BANGBUATHONG NONTHABURI 11110, Lahan, Bang Bua Thong, Nonthaburi, 11110",mookar03.sj@gmail.com,Sunisa jaroensuk,0870848783,,https://halal.co.th/storages/products/797713.jpg,Slaughterhouse/meat
N/A,-,20U2420090268,N/A,N/A,12/02/2026,"L&L CHICKEN FOOD CO., LTD","13/26 M.8 LAHAN BANGBUATHONG NONTHABURI 11110, Lahan, Bang Bua Thong, Nonthaburi, 11110",mookar03.sj@gmail.com,Sunisa jaroensuk,0870848783,,https://halal.co.th/storages/products/797714.jpg,Slaughterhouse/meat
N/A,-,20U2420100268,N/A,N/A,12/02/2026,"L&L CHICKEN FOOD CO., LTD","13/26 M.8 LAHAN BANGBUATHONG NONTHABURI 11110, Lahan, Bang Bua Thong, Nonthaburi, 11110",mookar03.sj@gmail.com,Sunisa jaroensuk,0870848783,,https://halal.co.th/storages/products/797715.jpg,Slaughterhouse/meat
N/A,-,20U2420110268,N/A,N/A,12/02/2026,"L&L CHICKEN FOOD CO., LTD","13/26 M.8 LAHAN BANGBUATHONG NONTHABURI 11110, Lahan, Bang Bua Thong, Nonthaburi, 11110",mookar03.sj@gmail.com,Sunisa jaroensuk,0870848783,,https://halal.co.th/storages/products/797716.jpg,Slaughterhouse/meat
N/A,-,20U2420120268,N/A,N/A,12/02/2026,"L&L CHICKEN FOOD CO., LTD","13/26 M.8 LAHAN BANGBUATHONG NONTHABURI 11110, Lahan, Bang Bua Thong, Nonthaburi, 11110",mookar03.sj@gmail.com,Sunisa jaroensuk,0870848783,,https://halal.co.th/storages/products/797717.jpg,Slaughterhouse/meat
N/A,-,20U2420150268,N/A,N/A,12/02/2026,"L&L CHICKEN FOOD CO., LTD","13/26 M.8 LAHAN BANGBUATHONG NONTHABURI 11110, Lahan, Bang Bua Thong, Nonthaburi, 11110",mookar03.sj@gmail.com,Sunisa jaroensuk,0870848783,,https://halal.co.th/storages/products/797720.jpg,Slaughterhouse/meat
N/A,-,20U2420160268,N/A,N/A,12/02/2026,"L&L CHICKEN FOOD CO., LTD","13/26 M.8 LAHAN BANGBUATHONG NONTHABURI 11110, Lahan, Bang Bua Thong, Nonthaburi, 11110",mookar03.sj@gmail.com,Sunisa jaroensuk,0870848783,,https://halal.co.th/storages/products/797721.jpg,Slaughterhouse/meat
N/A,-,20U2420170268,N/A,N/A,12/02/2026,"L&L CHICKEN FOOD CO., LTD","13/26 M.8 LAHAN BANGBUATHONG NONTHABURI 11110, Lahan, Bang Bua Thong, Nonthaburi, 11110",mookar03.sj@gmail.com,Sunisa jaroensuk,0870848783,,https://halal.co.th/storages/products/797722.jpg,Slaughterhouse/meat
NIDA BEEF,-,30I6460251163,N/A,N/A,06/11/2025,"HAPPYLAND MEAT SUPPLY CO., LTD.","139 SOI RAT-UTHIT 32, RAT-UTHIT ROAD, SAEN SAEP, MINBURI, BANGKOK 10510, THAILAND., Saen Saep, Khet Min Buri, Bangkok, 10510",-,-,0-2918-2144,,https://halal.co.th/storages/products/596713.jpg,Slaughterhouse/meat
NIDA BEEF,-,30I6460311163,N/A,N/A,06/11/2025,"HAPPYLAND MEAT SUPPLY CO., LTD.","139 SOI RAT-UTHIT 32, RAT-UTHIT ROAD, SAEN SAEP, MINBURI, BANGKOK 10510, THAILAND., Saen Saep, Khet Min Buri, Bangkok, 10510",-,-,0-2918-2144,,https://halal.co.th/storages/products/596719.jpg,Slaughterhouse/meat
NIDA BEEF,-,30I6460351163,N/A,N/A,06/11/2025,"HAPPYLAND MEAT SUPPLY CO., LTD.","139 SOI RAT-UTHIT 32, RAT-UTHIT ROAD, SAEN SAEP, MINBURI, BANGKOK 10510, THAILAND., Saen Saep, Khet Min Buri, Bangkok, 10510",-,-,0-2918-2144,,https://halal.co.th/storages/products/596723.jpg,Slaughterhouse/meat
NIDA BEEF,-,30I6460361163,N/A,N/A,06/11/2025,"HAPPYLAND MEAT SUPPLY CO., LTD.","139 SOI RAT-UTHIT 32, RAT-UTHIT ROAD, SAEN SAEP, MINBURI, BANGKOK 10510, THAILAND., Saen Saep, Khet Min Buri, Bangkok, 10510",-,-,0-2918-2144,,https://halal.co.th/storages/products/596724.jpg,Slaughterhouse/meat
NIDA BEEF,-,30I6460371163,N/A,N/A,06/11/2025,"HAPPYLAND MEAT SUPPLY CO., LTD.","139 SOI RAT-UTHIT 32, RAT-UTHIT ROAD, SAEN SAEP, MINBURI, BANGKOK 10510, THAILAND., Saen Saep, Khet Min Buri, Bangkok, 10510",-,-,0-2918-2144,,https://halal.co.th/storages/products/596725.jpg,Slaughterhouse/meat
NIDA BEEF,-,30I6460411163,N/A,N/A,06/11/2025,"HAPPYLAND MEAT SUPPLY CO., LTD.","139 SOI RAT-UTHIT 32, RAT-UTHIT ROAD, SAEN SAEP, MINBURI, BANGKOK 10510, THAILAND., Saen Saep, Khet Min Buri, Bangkok, 10510",-,-,0-2918-2144,,https://halal.co.th/storages/products/596729.jpg,Slaughterhouse/meat
NIDA BEEF,-,30I6460431163,N/A,N/A,06/11/2025,"HAPPYLAND MEAT SUPPLY CO., LTD.","139 SOI RAT-UTHIT 32, RAT-UTHIT ROAD, SAEN SAEP, MINBURI, BANGKOK 10510, THAILAND., Saen Saep, Khet Min Buri, Bangkok, 10510",-,-,0-2918-2144,,https://halal.co.th/storages/products/596731.jpg,Slaughterhouse/meat
NIDA BEEF,-,30I6460441163,N/A,N/A,06/11/2025,"HAPPYLAND MEAT SUPPLY CO., LTD.","139 SOI RAT-UTHIT 32, RAT-UTHIT ROAD, SAEN SAEP, MINBURI, BANGKOK 10510, THAILAND., Saen Saep, Khet Min Buri, Bangkok, 10510",-,-,0-2918-2144,,https://halal.co.th/storages/products/596732.jpg,Slaughterhouse/meat
NIDA BEEF,-,30I6460471163,N/A,N/A,06/11/2025,"HAPPYLAND MEAT SUPPLY CO., LTD.","139 SOI RAT-UTHIT 32, RAT-UTHIT ROAD, SAEN SAEP, MINBURI, BANGKOK 10510, THAILAND., Saen Saep, Khet Min Buri, Bangkok, 10510",-,-,0-2918-2144,,https://halal.co.th/storages/products/596735.jpg,Slaughterhouse/meat
NIDA BEEF,-,30I6460481163,N/A,N/A,06/11/2025,"HAPPYLAND MEAT SUPPLY CO., LTD.","139 SOI RAT-UTHIT 32, RAT-UTHIT ROAD, SAEN SAEP, MINBURI, BANGKOK 10510, THAILAND., Saen Saep, Khet Min Buri, Bangkok, 10510",-,-,0-2918-2144,,https://halal.co.th/storages/products/596736.jpg,Slaughterhouse/meat
NIDA BEEF,-,30I6460561163,N/A,N/A,06/11/2025,"HAPPYLAND MEAT SUPPLY CO., LTD.","139 SOI RAT-UTHIT 32, RAT-UTHIT ROAD, SAEN SAEP, MINBURI, BANGKOK 10510, THAILAND., Saen Saep, Khet Min Buri, Bangkok, 10510",-,-,0-2918-2144,,https://halal.co.th/storages/products/596744.jpg,Slaughterhouse/meat
NIDA BEEF,-,30I6460581163,N/A,N/A,06/11/2025,"HAPPYLAND MEAT SUPPLY CO., LTD.","139 SOI RAT-UTHIT 32, RAT-UTHIT ROAD, SAEN SAEP, MINBURI, BANGKOK 10510, THAILAND., Saen Saep, Khet Min Buri, Bangkok, 10510",-,-,0-2918-2144,,https://halal.co.th/storages/products/596746.jpg,Slaughterhouse/meat
NIDA BEEF,-,30I6460591163,N/A,N/A,06/11/2025,"HAPPYLAND MEAT SUPPLY CO., LTD.","139 SOI RAT-UTHIT 32, RAT-UTHIT ROAD, SAEN SAEP, MINBURI, BANGKOK 10510, THAILAND., Saen Saep, Khet Min Buri, Bangkok, 10510",-,-,0-2918-2144,,https://halal.co.th/storages/products/596747.jpg,Slaughterhouse/meat
NIDA BEEF,-,30I6460641163,N/A,N/A,06/11/2025,"HAPPYLAND MEAT SUPPLY CO., LTD.","139 SOI RAT-UTHIT 32, RAT-UTHIT ROAD, SAEN SAEP, MINBURI, BANGKOK 10510, THAILAND., Saen Saep, Khet Min Buri, Bangkok, 10510",-,-,0-2918-2144,,https://halal.co.th/storages/products/596752.jpg,Slaughterhouse/meat
NIDA BEEF,-,30I6460661163,N/A,N/A,06/11/2025,"HAPPYLAND MEAT SUPPLY CO., LTD.","139 SOI RAT-UTHIT 32, RAT-UTHIT ROAD, SAEN SAEP, MINBURI, BANGKOK 10510, THAILAND., Saen Saep, Khet Min Buri, Bangkok, 10510",-,-,0-2918-2144,,https://halal.co.th/storages/products/596754.jpg,Slaughterhouse/meat
NIDA BEEF,-,30I6460701163,N/A,N/A,06/11/2025,"HAPPYLAND MEAT SUPPLY CO., LTD.","139 SOI RAT-UTHIT 32, RAT-UTHIT ROAD, SAEN SAEP, MINBURI, BANGKOK 10510, THAILAND., Saen Saep, Khet Min Buri, Bangkok, 10510",-,-,0-2918-2144,,https://halal.co.th/storages/products/596758.jpg,Slaughterhouse/meat
NIDA BEEF,-,30I6460761164,N/A,N/A,06/11/2025,"HAPPYLAND MEAT SUPPLY CO., LTD.","139 SOI RAT-UTHIT 32, RAT-UTHIT ROAD, SAEN SAEP, MINBURI, BANGKOK 10510, THAILAND., Saen Saep, Khet Min Buri, Bangkok, 10510",-,-,0-2918-2144,,https://halal.co.th/storages/products/664414.jpg,Slaughterhouse/meat
NIDA BEEF,-,30I6460771164,N/A,N/A,06/11/2025,"HAPPYLAND MEAT SUPPLY CO., LTD.","139 SOI RAT-UTHIT 32, RAT-UTHIT ROAD, SAEN SAEP, MINBURI, BANGKOK 10510, THAILAND., Saen Saep, Khet Min Buri, Bangkok, 10510",-,-,0-2918-2144,,https://halal.co.th/storages/products/664416.jpg,Slaughterhouse/meat
NIDA BEEF,-,30I6460781164,N/A,N/A,06/11/2025,"HAPPYLAND MEAT SUPPLY CO., LTD.","139 SOI RAT-UTHIT 32, RAT-UTHIT ROAD, SAEN SAEP, MINBURI, BANGKOK 10510, THAILAND., Saen Saep, Khet Min Buri, Bangkok, 10510",-,-,0-2918-2144,,https://halal.co.th/storages/products/664417.jpg,Slaughterhouse/meat
NIDA BEEF,-,30I6460791165,-,N/A,06/11/2025,"HAPPYLAND MEAT SUPPLY CO., LTD.","139 SOI RAT-UTHIT 32, RAT-UTHIT ROAD, SAEN SAEP, MINBURI, BANGKOK 10510, THAILAND., Saen Saep, Khet Min Buri, Bangkok, 10510",-,-,0-2918-2144,,https://halal.co.th/storages/products/706816.jpg,Slaughterhouse/meat
N/A,-,30T8950101167,73205264,N/A,25/11/2025,KAMPHAENG SAEN BEEF COOPERATIVE LTD.,"1 Moo 13, Thungluknok, Kamphaengsaen, Nakhonpathom 73140, Thailand., Thung Luk Nok, Kamphaeng Saen, Nakhon Pathom, 73140",Kubeef@gmail.com,Sunanta Thedthong,0830316452,,https://halal.co.th/storages/products/772938.jpg,Slaughterhouse/meat
N/A,-,30T8950101167,73205264,N/A,25/11/2025,KAMPHAENG SAEN BEEF COOPERATIVE LTD.,"1 Moo 13, Thungluknok, Kamphaengsaen, Nakhonpathom 73140, Thailand., Thung Luk Nok, Kamphaeng Saen, Nakhon Pathom, 73140",Kubeef@gmail.com,Sunanta Thedthong,0830316452,,https://halal.co.th/storages/products/772939.jpg,Slaughterhouse/meat
N/A,-,30T8950101167,73205264,N/A,25/11/2025,KAMPHAENG SAEN BEEF COOPERATIVE LTD.,"1 Moo 13, Thungluknok, Kamphaengsaen, Nakhonpathom 73140, Thailand., Thung Luk Nok, Kamphaeng Saen, Nakhon Pathom, 73140",Kubeef@gmail.com,Sunanta Thedthong,0830316452,,https://halal.co.th/storages/products/772940.jpg,Slaughterhouse/meat
N/A,-,30T8950101167,73205264,N/A,25/11/2025,KAMPHAENG SAEN BEEF COOPERATIVE LTD.,"1 Moo 13, Thungluknok, Kamphaengsaen, Nakhonpathom 73140, Thailand., Thung Luk Nok, Kamphaeng Saen, Nakhon Pathom, 73140",Kubeef@gmail.com,Sunanta Thedthong,0830316452,,https://halal.co.th/storages/products/772941.jpg,Slaughterhouse/meat
N/A,-,30T8950101167,73205264,N/A,25/11/2025,KAMPHAENG SAEN BEEF COOPERATIVE LTD.,"1 Moo 13, Thungluknok, Kamphaengsaen, Nakhonpathom 73140, Thailand., Thung Luk Nok, Kamphaeng Saen, Nakhon Pathom, 73140",Kubeef@gmail.com,Sunanta Thedthong,0830316452,,https://halal.co.th/storages/products/772942.jpg,Slaughterhouse/meat
N/A,-,30T8950101167,73205264,N/A,25/11/2025,KAMPHAENG SAEN BEEF COOPERATIVE LTD.,"1 Moo 13, Thungluknok, Kamphaengsaen, Nakhonpathom 73140, Thailand., Thung Luk Nok, Kamphaeng Saen, Nakhon Pathom, 73140",Kubeef@gmail.com,Sunanta Thedthong,0830316452,,https://halal.co.th/storages/products/772943.jpg,Slaughterhouse/meat
N/A,-,30T8950101167,73205264,N/A,25/11/2025,KAMPHAENG SAEN BEEF COOPERATIVE LTD.,"1 Moo 13, Thungluknok, Kamphaengsaen, Nakhonpathom 73140, Thailand., Thung Luk Nok, Kamphaeng Saen, Nakhon Pathom, 73140",Kubeef@gmail.com,Sunanta Thedthong,0830316452,,https://halal.co.th/storages/products/772944.jpg,Slaughterhouse/meat
N/A,-,30T8950151167,73205264,N/A,25/11/2025,KAMPHAENG SAEN BEEF COOPERATIVE LTD.,"1 Moo 13, Thungluknok, Kamphaengsaen, Nakhonpathom 73140, Thailand., Thung Luk Nok, Kamphaeng Saen, Nakhon Pathom, 73140",Kubeef@gmail.com,Sunanta Thedthong,0830316452,,https://halal.co.th/storages/products/772831.jpg,Slaughterhouse/meat
N/A,-,30T8950151167,73205264,N/A,25/11/2025,KAMPHAENG SAEN BEEF COOPERATIVE LTD.,"1 Moo 13, Thungluknok, Kamphaengsaen, Nakhonpathom 73140, Thailand., Thung Luk Nok, Kamphaeng Saen, Nakhon Pathom, 73140",Kubeef@gmail.com,Sunanta Thedthong,0830316452,,https://halal.co.th/storages/products/772832.jpg,Slaughterhouse/meat
N/A,-,30T8950151167,73205264,N/A,25/11/2025,KAMPHAENG SAEN BEEF COOPERATIVE LTD.,"1 Moo 13, Thungluknok, Kamphaengsaen, Nakhonpathom 73140, Thailand., Thung Luk Nok, Kamphaeng Saen, Nakhon Pathom, 73140",Kubeef@gmail.com,Sunanta Thedthong,0830316452,,https://halal.co.th/storages/products/772833.jpg,Slaughterhouse/meat
N/A,-,30T8950151167,73205264,N/A,25/11/2025,KAMPHAENG SAEN BEEF COOPERATIVE LTD.,"1 Moo 13, Thungluknok, Kamphaengsaen, Nakhonpathom 73140, Thailand., Thung Luk Nok, Kamphaeng Saen, Nakhon Pathom, 73140",Kubeef@gmail.com,Sunanta Thedthong,0830316452,,https://halal.co.th/storages/products/772834.jpg,Slaughterhouse/meat
N/A,-,30T8950151167,73205264,N/A,25/11/2025,KAMPHAENG SAEN BEEF COOPERATIVE LTD.,"1 Moo 13, Thungluknok, Kamphaengsaen, Nakhonpathom 73140, Thailand., Thung Luk Nok, Kamphaeng Saen, Nakhon Pathom, 73140",Kubeef@gmail.com,Sunanta Thedthong,0830316452,,https://halal.co.th/storages/products/772835.jpg,Slaughterhouse/meat
N/A,-,30T8950151167,73205264,N/A,25/11/2025,KAMPHAENG SAEN BEEF COOPERATIVE LTD.,"1 Moo 13, Thungluknok, Kamphaengsaen, Nakhonpathom 73140, Thailand., Thung Luk Nok, Kamphaeng Saen, Nakhon Pathom, 73140",Kubeef@gmail.com,Sunanta Thedthong,0830316452,,https://halal.co.th/storages/products/772836.jpg,Slaughterhouse/meat
N/A,-,30T8950151167,73205264,N/A,25/11/2025,KAMPHAENG SAEN BEEF COOPERATIVE LTD.,"1 Moo 13, Thungluknok, Kamphaengsaen, Nakhonpathom 73140, Thailand., Thung Luk Nok, Kamphaeng Saen, Nakhon Pathom, 73140",Kubeef@gmail.com,Sunanta Thedthong,0830316452,,https://halal.co.th/storages/products/772837.jpg,Slaughterhouse/meat
N/A,-,30T8950181167,73205264,N/A,25/11/2025,KAMPHAENG SAEN BEEF COOPERATIVE LTD.,"1 Moo 13, Thungluknok, Kamphaengsaen, Nakhonpathom 73140, Thailand., Thung Luk Nok, Kamphaeng Saen, Nakhon Pathom, 73140",Kubeef@gmail.com,Sunanta Thedthong,0830316452,,https://halal.co.th/storages/products/772922.jpg,Slaughterhouse/meat
N/A,-,30T8950181167,73205264,N/A,25/11/2025,KAMPHAENG SAEN BEEF COOPERATIVE LTD.,"1 Moo 13, Thungluknok, Kamphaengsaen, Nakhonpathom 73140, Thailand., Thung Luk Nok, Kamphaeng Saen, Nakhon Pathom, 73140",Kubeef@gmail.com,Sunanta Thedthong,0830316452,,https://halal.co.th/storages/products/772923.jpg,Slaughterhouse/meat
N/A,-,30T8950181167,73205264,N/A,25/11/2025,KAMPHAENG SAEN BEEF COOPERATIVE LTD.,"1 Moo 13, Thungluknok, Kamphaengsaen, Nakhonpathom 73140, Thailand., Thung Luk Nok, Kamphaeng Saen, Nakhon Pathom, 73140",Kubeef@gmail.com,Sunanta Thedthong,0830316452,,https://halal.co.th/storages/products/772924.jpg,Slaughterhouse/meat
N/A,-,30T8950181167,73205264,N/A,25/11/2025,KAMPHAENG SAEN BEEF COOPERATIVE LTD.,"1 Moo 13, Thungluknok, Kamphaengsaen, Nakhonpathom 73140, Thailand., Thung Luk Nok, Kamphaeng Saen, Nakhon Pathom, 73140",Kubeef@gmail.com,Sunanta Thedthong,0830316452,,https://halal.co.th/storages/products/772925.jpg,Slaughterhouse/meat
N/A,-,30T8950181167,73205264,N/A,25/11/2025,KAMPHAENG SAEN BEEF COOPERATIVE LTD.,"1 Moo 13, Thungluknok, Kamphaengsaen, Nakhonpathom 73140, Thailand., Thung Luk Nok, Kamphaeng Saen, Nakhon Pathom, 73140",Kubeef@gmail.com,Sunanta Thedthong,0830316452,,https://halal.co.th/storages/products/772926.jpg,Slaughterhouse/meat
N/A,-,30T8950181167,73205264,N/A,25/11/2025,KAMPHAENG SAEN BEEF COOPERATIVE LTD.,"1 Moo 13, Thungluknok, Kamphaengsaen, Nakhonpathom 73140, Thailand., Thung Luk Nok, Kamphaeng Saen, Nakhon Pathom, 73140",Kubeef@gmail.com,Sunanta Thedthong,0830316452,,https://halal.co.th/storages/products/772927.jpg,Slaughterhouse/meat
N/A,-,30T8950181167,73205264,N/A,25/11/2025,KAMPHAENG SAEN BEEF COOPERATIVE LTD.,"1 Moo 13, Thungluknok, Kamphaengsaen, Nakhonpathom 73140, Thailand., Thung Luk Nok, Kamphaeng Saen, Nakhon Pathom, 73140",Kubeef@gmail.com,Sunanta Thedthong,0830316452,,https://halal.co.th/storages/products/772928.jpg,Slaughterhouse/meat
N/A,-,30T8950191167,73205264,N/A,25/11/2025,KAMPHAENG SAEN BEEF COOPERATIVE LTD.,"1 Moo 13, Thungluknok, Kamphaengsaen, Nakhonpathom 73140, Thailand., Thung Luk Nok, Kamphaeng Saen, Nakhon Pathom, 73140",Kubeef@gmail.com,Sunanta Thedthong,0830316452,,https://halal.co.th/storages/products/772929.jpg,Slaughterhouse/meat
N/A,-,30T8950191167,73205264,N/A,25/11/2025,KAMPHAENG SAEN BEEF COOPERATIVE LTD.,"1 Moo 13, Thungluknok, Kamphaengsaen, Nakhonpathom 73140, Thailand., Thung Luk Nok, Kamphaeng Saen, Nakhon Pathom, 73140",Kubeef@gmail.com,Sunanta Thedthong,0830316452,,https://halal.co.th/storages/products/772930.jpg,Slaughterhouse/meat
