name,product_name,halal_code,fda_number,barcode,expiry_date,company_name,company_address,company_email,cordinator_name,cordinator_contact,long_product_detail,image_link,category
N/A,100% Aromatic Coconut Water (250 ml),91T6030011167,73-2-00562-2-0001,8857200407014,06/11/2025,"Family Green Harvest Co.,Ltd.","111/25 Moo 11 Bangrakham, Banglane, Nakornphathom, 73130, Thailand., Bang Rakam, Bang Len, Nakhon Pathom, 73130",piyaporn@familygreenharvest.com,Piyaporn Phoosuphanusorn,0816435630,100% Aromatic Coconut Water (250 ml),https://halal.co.th/storages/products/778776.png,Herbal Medicine
Tipco,"65 % MIXED VEGETABLE JUICE & 35 % MIXED FRUIT JUICE (CARROT,CELERY, TOMATO, ORANGE, PASSIONFRUIT, PINEAPPLE)",91A7090281249,14-2-00249-2-0054,8851013740498,05/12/2026,"TIPCO F&B CO., LTD.","118/1 TIPCO TOWER, RAMA 6 RD., PHAYATHAI, PHAYATHAI, BANGKOK 10400, THAILAND., Phaya Thai, Khet Phaya Thai, Bangkok, 10400",numphueng@tipco.net,numphueng,035-950851-4 #3606,,https://halal.co.th/storages/products/376343.jpg,Herbal Medicine
N/A,-,11M2150010264,G807/60,8857122450990,23/02/2026,Hongya Baesaj Limited Partnership.,"55/39 Moo 6 Bang Pu Mai Subdistrict Mueang Samut Prakan District Samut Prakan 10280, Bang Pu Mai, Mueang Samut Prakan, Samut Prakan, 10280",samanachan_yathai@hotmail.com,-,0-2323-3241,-,https://halal.co.th/storages/products/605361.png,Herbal Medicine
"Sochi Co., Ltd.",-,12Q7020140367,10-1-10150-1-0001,8859018700028,08/02/2026,-,"Bang O, Khet Bang Phlat, Bangkok, 10700",fands2005@gmail.com,-,0870909078,,https://halal.co.th/storages/products/673255.png,Herbal Medicine
"Sochi Co., Ltd.",-,12Q7020140367,10-1-10150-1-0001,8859018700011,08/02/2026,-,"Bang O, Khet Bang Phlat, Bangkok, 10700",fands2005@gmail.com,-,0870909078,,https://halal.co.th/storages/products/749440.png,Herbal Medicine
WORLDGROW ORGANIC FARM,100% Dried Organic Rose,12I2410100867,57-2-01059-6-0005,N/A,31/07/2025,"WORLD GROW CO., LTD.","39 MOO 1, PONG PHA, MAE SAI, CHIANG RAI 57130, THAILAND, Pong Pha, Mae Sai, Chiang Rai, 57130",worldgrowthailand@gmail.com,Pitchapat Wanchai,0638924542,,https://halal.co.th/storages/products/782960.png,Herbal Medicine
Se Sa,4 Se Sa oil,12F0710070759,33-1-15458-5-0061,5589682510046,29/07/2026,Food supplement manufacturing factory patjaicheevee,"322 MOO.15, GRACHAENG, KANTHARALAK, SRISAKET, 33110, THAILAND, Krachaeng, Kantharalak, Si Sa Ket, 33110",Patjaicheevee@gmail.com,Nittaya singtee,0801508952,4 Se Sa oil,https://halal.co.th/storages/products/501831.png,Herbal Medicine
Se Sa,5 Se Sa oil,12F0710080759,33-1-15458-5-0010,3311000001728,29/07/2026,Food supplement manufacturing factory patjaicheevee,"322 MOO.15, GRACHAENG, KANTHARALAK, SRISAKET, 33110, THAILAND, Krachaeng, Kantharalak, Si Sa Ket, 33110",Patjaicheevee@gmail.com,Nittaya singtee,0801508952,5 Se Sa oil,https://halal.co.th/storages/products/501832.png,Herbal Medicine
N/A,Abalone Peptide Powder,12B4590820365,N/A,N/A,08/01/2026,"PHUKET  ABALONE  FARM CO., LTD.","35/4 M. 1, Theppratharn Rd., Rutsada, Muang, Phuket 83000, Thailand., Ratsada, Mueang Phuket, Phuket, 83000",potjana.s@phuketabalone.com,Potjana,"089-866-2710, 076-252799",Abalone Peptide Powder,https://halal.co.th/storages/products/665353.jpg,Herbal Medicine
KOBAYASHI,AMMELTZ YOKO YOKO CREAM,11E5480011158,N/A,N/A,17/11/2025,"Kobayashi Healthcare (Thailand) Co., Ltd.","No.540 Mercury Tower, 12th Floor, Unit 1201, Ploenchit Rd., Lumpini Sub-district, Pathumwan District, Bangkok 10330, Thailand., Lumphini, Khet Pathum Wan, Bangkok, 10330",Kanjana.o@biolab.co.th,Ms. Kanjana/ Mr. Sunti,0-2324-0775-7,,https://halal.co.th/storages/products/333244.png,Herbal Medicine
N/A,Amogin-Gel,11A3420131154,2A 101/52,8855459 005074,17/11/2026,"MILLIMED  CO., LTD","193 MOO 1, SUKSAWAD ROAD, PAGKLONGBANGPRAKOD, PHRA SAMUTCHEDI, SAMUTPRAKARN, 10290  THAILAND., Pak Klong Bang Pla Kot, Phra Samut Chedi, Samut Prakan, 10290",natthaworakan@millimedthailand.com,Natthaworakan  Kaweudon,02-461-1234,,https://halal.co.th/storages/products/599205.png,Herbal Medicine
N/A,Amogin-Gel,11A3420131154,2A 101/52,8855459 007962,17/11/2026,"MILLIMED  CO., LTD","193 MOO 1, SUKSAWAD ROAD, PAGKLONGBANGPRAKOD, PHRA SAMUTCHEDI, SAMUTPRAKARN, 10290  THAILAND., Pak Klong Bang Pla Kot, Phra Samut Chedi, Samut Prakan, 10290",natthaworakan@millimedthailand.com,Natthaworakan  Kaweudon,02-461-1234,,https://halal.co.th/storages/products/696604.png,Herbal Medicine
"BANGKOKTIP O-SOD CO., LTD.","Andrographis paniculata Capsule BANGKOKTIP O-SOD CO.,LTD BRAND",11C1430050355,G45/50,8857118600057,09/03/2026,"BANGKOKTIP O-SOD CO., LTD.","2/19 SOI VADSANA 5, BOROMMARATCHACHONNANI ROAD, SALATHAMMASOP, THAWI WATTHANA, BANGKOK 10170, THAILAND., Sala Thammasop, Khet Thawi Watthana, Bangkok, 10170",info@bangkoktiposod.com,MRS.Kessarin Tansuwanrat,0-2441-4966,,https://halal.co.th/storages/products/314018_2.png,Herbal Medicine
KHAOLAOR,ANDROGRAPHIS PANICULATA EXTRACT CAPSULE,12A7500371050,N/A,N/A,04/10/2026,"KHAOLAOR  LABORATORIES CO., LTD.","146/22 Suksawad Road, Moo 3, Pakklongbangplakod, Phrasamutchedi, Samutprakarn 10290, Thailand., Pak Klong Bang Pla Kot, Phra Samut Chedi, Samut Prakan, 10290",regist@khaolaor.com,SUTATHIP RATTANAWIMON,0-2425-1188,,https://halal.co.th/storages/products/602871.png,Herbal Medicine
-,ANDROGRAPHIS PANICULATA TABLET,12C7660451163,G19/55,8858645604174,26/08/2025,JSP PHARMACEUTICAL MANUFACTURING (THAILAND) PUBLIC COMPANY LIMITED,"255, 257 SOI SATHUPRADIT 58, BANGPONGPANG, YANNAWA, BANGKOK 10120, THAILAND., Bang Phongphang, Khet Yan Nawa, Bangkok, 10120",supervisor.rd@jippharma.com,Mr.Chainarong Tamthiengtrong,02-284-1218 #136,,https://halal.co.th/storages/products/542882.png,Herbal Medicine
N/A,Antidiarrheal,11M2150030264,G5/53,8857122450297,23/02/2026,Hongya Baesaj Limited Partnership.,"55/39 Moo 6 Bang Pu Mai Subdistrict Mueang Samut Prakan District Samut Prakan 10280, Bang Pu Mai, Mueang Samut Prakan, Samut Prakan, 10280",samanachan_yathai@hotmail.com,-,0-2323-3241,Antidiarrheal,https://halal.co.th/storages/products/605363.png,Herbal Medicine
PHRAI HERB,ANTIFEVER FA THALAI CHONE CAPSULE,12B4110180964,G 619/63,8850369063015,19/09/2025,"NEW CONCEPT PRODUCT CO., LTD.","156 LADPRAO 107, LADPRAO ROAD, KLONGCHAN, BANGKAPI, BANGKOK 10240, THAILAND., Khlong Chan, Khet Bang Kapi, Bangkok, 10240",siripen.y@ncp.co.th,Siripen,0-27311029,ANTIFEVER FA THALAI CHONE CAPSULE,https://halal.co.th/storages/products/628130.png,Herbal Medicine
PHRAI HERB,ANTIFEVER FA-THA-LAI-JONE EXTRACT CAPSULES,12B4110190964,G 500/63,8850369063008,19/09/2025,"NEW CONCEPT PRODUCT CO., LTD.","156 LADPRAO 107, LADPRAO ROAD, KLONGCHAN, BANGKAPI, BANGKOK 10240, THAILAND., Khlong Chan, Khet Bang Kapi, Bangkok, 10240",siripen.y@ncp.co.th,Siripen,0-27311029,ANTIFEVER FA-THA-LAI-JONE EXTRACT CAPSULES,https://halal.co.th/storages/products/627884.jpg,Herbal Medicine
"BANGKOKTIP O-SOD CO., LTD.","Antipyretic Capsule BANGKOKTIP O-SOD CO.,LTD BRAND",11C1430030355,G599/49,8857118600026,09/03/2026,"BANGKOKTIP O-SOD CO., LTD.","2/19 SOI VADSANA 5, BOROMMARATCHACHONNANI ROAD, SALATHAMMASOP, THAWI WATTHANA, BANGKOK 10170, THAILAND., Sala Thammasop, Khet Thawi Watthana, Bangkok, 10170",info@bangkoktiposod.com,MRS.Kessarin Tansuwanrat,0-2441-4966,,https://halal.co.th/storages/products/314016.jpg,Herbal Medicine
Dokwhan,ANTIPYRETIC TABLET  TRA  DOKWHAN,12A7500611053,N/A,N/A,04/10/2026,"KHAOLAOR  LABORATORIES CO., LTD.","146/22 Suksawad Road, Moo 3, Pakklongbangplakod, Phrasamutchedi, Samutprakarn 10290, Thailand., Pak Klong Bang Pla Kot, Phra Samut Chedi, Samut Prakan, 10290",regist@khaolaor.com,SUTATHIP RATTANAWIMON,0-2425-1188,,https://halal.co.th/storages/products/371888.png,Herbal Medicine
N/A,AOVA ETERNITY ABALONE BRIGHTENING AND ANTI-AGEING FACIAL CREAM,12B4590890365,83-1-6400014469,8856688099322,08/01/2026,"PHUKET  ABALONE  FARM CO., LTD.","35/4 M. 1, Theppratharn Rd., Rutsada, Muang, Phuket 83000, Thailand., Ratsada, Mueang Phuket, Phuket, 83000",potjana.s@phuketabalone.com,Potjana,"089-866-2710, 076-252799",AOVA ETERNITY ABALONE BRIGHTENING AND ANTI-AGEING FACIAL CREAM,https://halal.co.th/storages/products/665365.jpg,Herbal Medicine
N/A,AOVA ETERNITY ABALONE MOISTURIZING AND LIFTING FACIAL SERUM,12B4590880365,83-1-6400014420,8856688099025,08/01/2026,"PHUKET  ABALONE  FARM CO., LTD.","35/4 M. 1, Theppratharn Rd., Rutsada, Muang, Phuket 83000, Thailand., Ratsada, Mueang Phuket, Phuket, 83000",potjana.s@phuketabalone.com,Potjana,"089-866-2710, 076-252799",AOVA ETERNITY ABALONE MOISTURIZING AND LIFTING FACIAL SERUM,https://halal.co.th/storages/products/665363.jpg,Herbal Medicine
NAKARINTRA Brand,AS Jel Honey Lemon Flavour (NAKARINTRA Brand),12U2920010468,72-2-01457-5-0023,N/A,01/04/2026,"KVP 5515 CO., LTD.","157/4 Praditmanuthum Rd.,  wangthonglang,  Wangthonglang, Bangkok 10310, Thailand., Wang Thonglang, Khet Wang Thonglang, Bangkok, 10310",kvp5515.zenoem@outlook.com,Worawut Kulkaew,0867685269,,https://halal.co.th/storages/products/812195.jpg,Herbal Medicine
Se Sa,Astaxanthin,12F0710441262,33-1-15458-5-0038,3311000003296,29/07/2026,Food supplement manufacturing factory patjaicheevee,"322 MOO.15, GRACHAENG, KANTHARALAK, SRISAKET, 33110, THAILAND, Krachaeng, Kantharalak, Si Sa Ket, 33110",Patjaicheevee@gmail.com,Nittaya singtee,0801508952,Astaxanthin,https://halal.co.th/storages/products/507482.png,Herbal Medicine
RIBOON,Avocado Oil Softgel,12S3500010267,30-2-03164-6-0001,N/A,19/02/2026,"B0RIBOONFARM CO.,LTD","121 Moo 20, Wang Mi, Wang Nam Khieo, Nakhon Ratchasima 30370, Thailand., Wang Mi, Wang Nam Khiao, Nakhon Ratchasima, 30370",thitirat.sakdaprecha@gmail.com,Thitirat,0869936356,Avocado Oil Softgel,https://halal.co.th/storages/products/726966.png,Herbal Medicine
Dokwhan,BALSAM  APPLE  TABLET  TRA  DOKWHAN,12A7500591053,N/A,N/A,04/10/2026,"KHAOLAOR  LABORATORIES CO., LTD.","146/22 Suksawad Road, Moo 3, Pakklongbangplakod, Phrasamutchedi, Samutprakarn 10290, Thailand., Pak Klong Bang Pla Kot, Phra Samut Chedi, Samut Prakan, 10290",regist@khaolaor.com,SUTATHIP RATTANAWIMON,0-2425-1188,,https://halal.co.th/storages/products/371876.png,Herbal Medicine
KHAOLAOR,BAM-RUNG-NAM-NOM CAPSULE,12A7501020462,N/A,N/A,04/10/2026,"KHAOLAOR  LABORATORIES CO., LTD.","146/22 Suksawad Road, Moo 3, Pakklongbangplakod, Phrasamutchedi, Samutprakarn 10290, Thailand., Pak Klong Bang Pla Kot, Phra Samut Chedi, Samut Prakan, 10290",regist@khaolaor.com,SUTATHIP RATTANAWIMON,0-2425-1188,,https://halal.co.th/storages/products/602921.png,Herbal Medicine
BAN SAMONPRAI,BAN SAMONPRAI,12T7890011067,50-1-04352-5-0011,N/A,10/10/2025,"NEW BANSAMUNPRAI CHAIMONGKOL CO.,LTD","179 MOO 5, Map Kha, Nikhom Phatthana, Rayong, 21000",wิww.boonnumpa.bnps@gmail.com,CHINNACHOT THONGSANGAIME,0899523883,ALFALFA CONCENTRATE LIQUID BANSAMONPRAI DIETARY SUPPLEMENT PRODUCT,https://halal.co.th/storages/products/789223.png,Herbal Medicine
FIT INNOVATION,Banana Blossom Instant Drink Powder,12N4470101164,20-1-12162-2-0010,8859642400110,02/11/2025,"Fit Healthy Innovation Co., Ltd.","33 2nd floor, Soi Chang Akat Uthit 3, Don Mueang, Don Mueang District, Bangkok 10210, Thailand., Don Mueang, Khet Don Mueang, Bangkok, 10210",admin@jchealthypro.com,-,0-2929-5599,Banana Blossom Instant Drink Powder,https://halal.co.th/storages/products/652713.jpg,Herbal Medicine
CHEWA NATURE,BANANA BLOSSOM with Herb and Ginger (CHEWA NATURE),12Q7550020366,5520096160001,8857124675384,29/03/2026,"Chewavetheeherb Co.,Ltd","130 Moo4, Nam Kian, Phu Phiang, Nan 55000, Thailand., Nam Kian, Phu Phiang, Nan, 55000",sawichaya0863@gmail.com,sawichaya injai,(+66) 863422004,Instant banana blossom infusion for boosting breast milk supply. Made with only the bast all natural ingredients.,https://halal.co.th/storages/products/707273.png,Herbal Medicine
OUDIMENSION,BASE OIL,12E4200230263,N/A,N/A,03/02/2026,"OUDIMENSION CO., LTD","6/38 SUKHUMVIT 3 (NANA NUA), KLONGTOEY, WATTANA, BANGKOK 10110, THAILAND., Khlong Toei Nuea, Khet Watthana, Bangkok, 10110",kasama.p@ameenahoudh.com,Kasama Pohsa,0-2254-3351,BASE OIL,https://halal.co.th/storages/products/537000.png,Herbal Medicine
OUDIMENSION,BASE OIL,12E4200230263,N/A,N/A,03/02/2026,"OUDIMENSION CO., LTD","6/38 SUKHUMVIT 3 (NANA NUA), KLONGTOEY, WATTANA, BANGKOK 10110, THAILAND., Khlong Toei Nuea, Khet Watthana, Bangkok, 10110",kasama.p@ameenahoudh.com,Kasama Pohsa,0-2254-3351,BASE OIL,https://halal.co.th/storages/products/654963.png,Herbal Medicine
OUDIMENSION,BASE OIL,12E4200230263,N/A,N/A,03/02/2026,"OUDIMENSION CO., LTD","6/38 SUKHUMVIT 3 (NANA NUA), KLONGTOEY, WATTANA, BANGKOK 10110, THAILAND., Khlong Toei Nuea, Khet Watthana, Bangkok, 10110",kasama.p@ameenahoudh.com,Kasama Pohsa,0-2254-3351,BASE OIL,https://halal.co.th/storages/products/654964.png,Herbal Medicine
N/A,Becosol,11M2230190364,2A 1119/27,N/A,10/03/2026,"General Hospital Products Public Co., Ltd.","101/99 Moo 20, Soi Navanakorn 7, Phaholyothin Road, Khlongnueng, Khlongluang, Pathumthani 12120, Thailand., Khlong Nueng, Khlong Luang, Pathum Thani, 12120",kanitta@ghp.co.th,KANITTA SRIBANDIT,0-2073-0490-6,,https://halal.co.th/storages/products/605648.png,Herbal Medicine
Bee Products Thai,Bee Venom Aromatic Oil,11A7070790663,5116200041764,N/A,07/04/2026,"BEE PRODUCTS INDUSTRY CO., LTD.","187/12 Changklan Rd., T. Changklan, Muang, Chiangmai 50100, Thailand., Chang Khlan, Mueang Chiang Mai, Chiang Mai, 50100",beeproducts063@gmail.com,Ms. Sirilak Kantajaroen,081-7163404,Bee Venom Aromatic Oil,https://halal.co.th/storages/products/542305.jpg,Herbal Medicine
BEE STORY,BEE VENOM BODY BALM,12U4280060468,N/A,N/A,22/04/2026,"HONEYKING BEEGARDEN CO., LTD.","18/333 Kathu Subdistrict, Kathu District, Phuket 83120, Thailand., Kathu, Kathu, Phuket, 83120",methadeenoi@gmail.com,jenjira jehduman,0902238362,BEE VENOM BODY BALM,https://halal.co.th/storages/products/808329.jpg,Herbal Medicine
Bee Products Thai,Bee Venom Nutrient Balm,11A7070800663,5116200039323,N/A,07/04/2026,"BEE PRODUCTS INDUSTRY CO., LTD.","187/12 Changklan Rd., T. Changklan, Muang, Chiangmai 50100, Thailand., Chang Khlan, Mueang Chiang Mai, Chiang Mai, 50100",beeproducts063@gmail.com,Ms. Sirilak Kantajaroen,081-7163404,Bee Venom Nutrient Balm,https://halal.co.th/storages/products/542307.jpg,Herbal Medicine
Bio way,Bioway Tripala Herbal Beverage Rich Taste Natural Flavour,12C7750010956,7320235520001,8858845315689,12/05/2026,"BIO WAY NATURAL (THAILAND) CO.,LTD.","37/83  MOO 4  TRATALAD, SAMPRAN, NAKHONPATHOM, 73110, THAILAND., Tha Talat, Sam Phran, Nakhon Pathom, 73110",K.narong2011@hotmail.com,K.narong,,Bioway Tripala Herbal Beverage Rich Taste Natural Flavour,https://halal.co.th/storages/products/370074.png,Herbal Medicine
Bio way,Bioway Tripala Herbal Beverage Rich Taste Sweet Flavour,12C7750020956,7320235520002,8858845315696,12/05/2026,"BIO WAY NATURAL (THAILAND) CO.,LTD.","37/83  MOO 4  TRATALAD, SAMPRAN, NAKHONPATHOM, 73110, THAILAND., Tha Talat, Sam Phran, Nakhon Pathom, 73110",K.narong2011@hotmail.com,K.narong,,Bioway Tripala Herbal Beverage Rich Taste Sweet Flavour,https://halal.co.th/storages/products/370077.png,Herbal Medicine
RUP TON PHO BRAND,BLACK BALM,12K6750380267,G231/66,N/A,16/02/2026,"DRAGON SKY (555) CO., LTD.","45 MOO 3, TAMBON NAMDAENG, MUANG CHACHOENGSAO, CHACHOENGSAO 24000, THAILAND., Nam Daeng, Mueang Chachoengsao, Chachoengsao, 24000",dragon_sky555@hotmail.com,-,0841126206,,https://halal.co.th/storages/products/742701.png,Herbal Medicine
N/A,Black goji berry,12P8700130965,12-2-00664-6-0007,8859519600032,08/09/2025,"KUILIMHUNG PRACHYA CO., LTD.","67/53 Moo 4, Bang Yai, Bang Yai, Nonthaburi 11140, Thailand., Bang Yai, Bang Yai, Nonthaburi, 11140",Patsanan.k@klhpgroup.com,-,096-940-6906,Oval shape with a black skin appearance,https://halal.co.th/storages/products/686752.jpg,Herbal Medicine
Peppermint Field,Black Inhaler,11H9540240662,G 490/61,8850109075315,06/06/2026,"BERTRAM  (1958) CO., LTD.","37 Soi Ladprao 80 (Chantima), Ladprao Rd. Wangthonglang, Bangkok 10310 Thailand., Wang Thonglang, Khet Wang Thonglang, Bangkok, 10310",anusorn.t@bertram1958.com,-,0-2932-7051-3,Black Inhaler,https://halal.co.th/storages/products/629966.jpg,Herbal Medicine
Se Sa,Black Sesame Oil,12F7010380760,33-1-15458-5-0011,3311000002114,29/07/2026,Food supplement manufacturing factory patjaicheevee,"322 MOO.15, GRACHAENG, KANTHARALAK, SRISAKET, 33110, THAILAND, Krachaeng, Kantharalak, Si Sa Ket, 33110",Patjaicheevee@gmail.com,Nittaya singtee,0801508952,Black Sesame Oil,https://halal.co.th/storages/products/504192.png,Herbal Medicine
N/A,Black Sesame Oil mix Black Sesame Extract (Capsules Dietary Supplement Product),12L7450011163,N/A,N/A,25/11/2025,"BANGKOK BETTER HEALTH CO., LTD.","79/173  Soi Ramkhamhaeng 118, Ramkhamhaeng Rd., Saphan Sung, Saphan Sung, Bangkok 10240 Thailand., Sapan Sung, Khet Saphan Sung, Bangkok, 10240",,,,Black Sesame Oil mix Black Sesame Extract (Capsules Dietary Supplement Product),https://halal.co.th/storages/products/561311.png,Herbal Medicine
Wangprom Herb,Blue Balm Wangprom herb Brand,12E6300250264,G564/63,8858111005009,08/02/2026,"WANGPROM MANUFACTURING CO.,LTD.","99/55 MOO 7, RAIKHING, SAMPRAN, NAKHONPATHOM, 73210, THAILAND., Rai Khing, Sam Phran, Nakhon Pathom, 73210",jijie_qingming@hotmail.com,Miss Chalurmporn Suwansuphawong,0856449279,Blue Balm Wangprom herb Brand,https://halal.co.th/storages/products/553393.jpg,Herbal Medicine
Wangprom Herb,Borneol Essentail Balm,12E6300200263,G577/61,8858111000271,08/02/2026,"WANGPROM MANUFACTURING CO.,LTD.","99/55 MOO 7, RAIKHING, SAMPRAN, NAKHONPATHOM, 73210, THAILAND., Rai Khing, Sam Phran, Nakhon Pathom, 73210",jijie_qingming@hotmail.com,Miss Chalurmporn Suwansuphawong,0856449279,Borneol Essentail Balm,https://halal.co.th/storages/products/510399.png,Herbal Medicine
FIVE HORSES,BORNEOL MIXTURE,12S1400191066,G 207/51,N/A,13/10/2025,"FIVE HORSE PHARMACY CO.,LTD.","145/5 Soi Chaloem Phrakiat Rama 9 Soi 30, Dok Mai, Prawet, Bangkok 10250, Dokmai, Khet Prawet, Bangkok, 10250",supaporn2727noonoi@gmail.com,"FIVE HORSE PHARMACY CO.,LTD.",02 108 1685 - 7,BORNEOL MIXTURE,https://halal.co.th/storages/products/703735.png,Herbal Medicine
N/A,BORNEOL MIXTURE FORMULA 2,12S3230020167,G 139/64,N/A,10/01/2026,LIMSENGHUENG COMPANY LIMITED,"22/24 moo.2 Ban Mai Subdistrict, 
Bang Yai District, Nonthaburi Province
11140, Bang Yai, Bang Yai, Nonthaburi, 11140",kornraweepak@limsenghueng.com,Kornraweepak Suwansira,087-6354793,"BORNEOL MIXTURE FORMULA 2
Gently inhalation as required.
Relieve nasal congestion due to colds.",https://halal.co.th/storages/products/742152.jpg,Herbal Medicine
OUDIMENSION,BOYA-01,12E4200270365,N/A,N/A,03/02/2026,"OUDIMENSION CO., LTD","6/38 SUKHUMVIT 3 (NANA NUA), KLONGTOEY, WATTANA, BANGKOK 10110, THAILAND., Khlong Toei Nuea, Khet Watthana, Bangkok, 10110",kasama.p@ameenahoudh.com,Kasama Pohsa,0-2254-3351,Agarwood oil,https://halal.co.th/storages/products/654879.png,Herbal Medicine
OUDIMENSION,BOYA-01,12E4200270365,N/A,N/A,03/02/2026,"OUDIMENSION CO., LTD","6/38 SUKHUMVIT 3 (NANA NUA), KLONGTOEY, WATTANA, BANGKOK 10110, THAILAND., Khlong Toei Nuea, Khet Watthana, Bangkok, 10110",kasama.p@ameenahoudh.com,Kasama Pohsa,0-2254-3351,Agarwood oil,https://halal.co.th/storages/products/654772.png,Herbal Medicine
OUDIMENSION,BOYA-01,12E4200270365,N/A,N/A,03/02/2026,"OUDIMENSION CO., LTD","6/38 SUKHUMVIT 3 (NANA NUA), KLONGTOEY, WATTANA, BANGKOK 10110, THAILAND., Khlong Toei Nuea, Khet Watthana, Bangkok, 10110",kasama.p@ameenahoudh.com,Kasama Pohsa,0-2254-3351,Agarwood oil,https://halal.co.th/storages/products/654879.png,Herbal Medicine
