name,product_name,halal_code,fda_number,barcode,expiry_date,company_name,company_address,company_email,cordinator_name,cordinator_contact,long_product_detail,image_link,category
N/A,100% Aromatic Coconut Water (250 ml),91T6030011167,73-2-00562-2-0001,8857200407014,06/11/2025,"Family Green Harvest Co.,Ltd.","111/25 Moo 11 Bangrakham, Banglane, Nakornphathom, 73130, Thailand., Bang Rakam, Bang Len, Nakhon Pathom, 73130",piyaporn@familygreenharvest.com,Piyaporn Phoosuphanusorn,0816435630,100% Aromatic Coconut Water (250 ml),https://halal.co.th/storages/products/778776.png,Health and Beauty
Tipco,"65 % MIXED VEGETABLE JUICE & 35 % MIXED FRUIT JUICE (CARROT,CELERY, TOMATO, ORANGE, PASSIONFRUIT, PINEAPPLE)",91A7090281249,14-2-00249-2-0054,8851013740498,05/12/2026,"TIPCO F&B CO., LTD.","118/1 TIPCO TOWER, RAMA 6 RD., PHAYATHAI, PHAYATHAI, BANGKOK 10400, THAILAND., Phaya Thai, Khet Phaya Thai, Bangkok, 10400",numphueng@tipco.net,numphueng,035-950851-4 #3606,,https://halal.co.th/storages/products/376343.jpg,Health and Beauty
Xongdur,"""Food fitt'""Sprouted Brown Rice with Whole Grains Cereal & Fruits (Less Sugar Formula)",10A8760631063,72-1-12846-6-0027,8856977002651,25/05/2026,"XONGDUR THAI ORGANIC FOOD CO., LTD.","43 SOI RATTANATHIBATE 19, RATTANATHIBATE RD., T.BANGKRASOR, NONTHABURI 11000, Bang Kraso, Mueang Nonthaburi, Nonthaburi, 11000",infoxongdur@xongdur.com,Kunbodee Tuntichumnan,02-5273099 ต่อ 22,"""Food fitt'""Sprouted Brown Rice with Whole Grains Cereal & Fruits (Less Sugar Formula)",https://halal.co.th/storages/products/545555.png,Health and Beauty
Biloba,(Biloba Brand) Ginkgo Biloba Extract Tablet,10A7500011049,N/A,N/A,04/10/2026,"KHAOLAOR  LABORATORIES CO., LTD.","146/22 Suksawad Road, Moo 3, Pakklongbangplakod, Phrasamutchedi, Samutprakarn 10290, Thailand., Pak Klong Bang Pla Kot, Phra Samut Chedi, Samut Prakan, 10290",regist@khaolaor.com,SUTATHIP RATTANAWIMON,0-2425-1188,,https://halal.co.th/storages/products/371661.png,Health and Beauty
Pharmahof,-,10D4780021057,N/A,8854596005107,09/10/2025,"PHARMAHOF CO., LTD.","199 MOO 1, BANGTOEY, SAMPRAN, NAKORNPATHOM  73210,  THAILAND., Bang Toei, Sam Phran, Nakhon Pathom, 73210",supervisor.qc@jsppharma.com,Sirinad  Jongrak,"053-553250 , 090-6659340",-,https://halal.co.th/storages/products/502242.png,Health and Beauty
Wang Lang,-,10D4780350767,51-1-08255-5-0263,N/A,09/10/2025,"PHARMAHOF CO., LTD.","199 MOO 1, BANGTOEY, SAMPRAN, NAKORNPATHOM  73210,  THAILAND., Bang Toei, Sam Phran, Nakhon Pathom, 73210",supervisor.qc@jsppharma.com,Sirinad  Jongrak,"053-553250 , 090-6659340",DIETARY SUPPLEMENT PRODUCT,https://halal.co.th/storages/products/762068.png,Health and Beauty
Wang Lang,-,10D4780360767,51-1-08255-5-0253,N/A,09/10/2025,"PHARMAHOF CO., LTD.","199 MOO 1, BANGTOEY, SAMPRAN, NAKORNPATHOM  73210,  THAILAND., Bang Toei, Sam Phran, Nakhon Pathom, 73210",supervisor.qc@jsppharma.com,Sirinad  Jongrak,"053-553250 , 090-6659340",DIETARY SUPPLEMENT PRODUCT,https://halal.co.th/storages/products/762067.png,Health and Beauty
Wang Lang,-,10D4780370767,51-1-08255-5-0275,N/A,09/10/2025,"PHARMAHOF CO., LTD.","199 MOO 1, BANGTOEY, SAMPRAN, NAKORNPATHOM  73210,  THAILAND., Bang Toei, Sam Phran, Nakhon Pathom, 73210",supervisor.qc@jsppharma.com,Sirinad  Jongrak,"053-553250 , 090-6659340",DIETARY SUPPLEMENT PRODUCT,https://halal.co.th/storages/products/762012.png,Health and Beauty
Wang Lang,-,10D4780380767,51-1-08255-5-0260,N/A,09/10/2025,"PHARMAHOF CO., LTD.","199 MOO 1, BANGTOEY, SAMPRAN, NAKORNPATHOM  73210,  THAILAND., Bang Toei, Sam Phran, Nakhon Pathom, 73210",supervisor.qc@jsppharma.com,Sirinad  Jongrak,"053-553250 , 090-6659340",DIETARY SUPPLEMENT PRODUCT,https://halal.co.th/storages/products/762008.png,Health and Beauty
-,-,10L8730321267,12-1-02261-5-0137,8856082006674,03/12/2025,"Sand-M Global Co., Ltd.","29/3 Moo 10, Bang Mae Nang Subdistrict, Bang Yai District, Nonthaburi 11140, Bang Mae Nang, Bang Yai, Nonthaburi, 11140",haruthai.sandm@gmail.com,-,"098-9937587, 0-2147-5128-32 ext. 912",,https://halal.co.th/storages/products/799826.png,Health and Beauty
-,-,10L8730381267,12-1-02261-5-0141,8856082006681,03/12/2025,"Sand-M Global Co., Ltd.","29/3 Moo 10, Bang Mae Nang Subdistrict, Bang Yai District, Nonthaburi 11140, Bang Mae Nang, Bang Yai, Nonthaburi, 11140",haruthai.sandm@gmail.com,-,"098-9937587, 0-2147-5128-32 ext. 912",,https://halal.co.th/storages/products/799832.png,Health and Beauty
"Sochi Co., Ltd.",-,10Q7020010266,10-1-10150-1-0032,8859018700233,08/02/2026,-,"Bang O, Khet Bang Phlat, Bangkok, 10700",fands2005@gmail.com,-,0870909078,,https://halal.co.th/storages/products/668455.png,Health and Beauty
"Sochi Co., Ltd.",-,10Q7020020266,10-1-10150-1-0036,8859018700349,08/02/2026,-,"Bang O, Khet Bang Phlat, Bangkok, 10700",fands2005@gmail.com,-,0870909078,,https://halal.co.th/storages/products/668466.png,Health and Beauty
"Sochi Co., Ltd.",-,10Q7020030266,10-1-10150-1-0026,8859018700271,08/02/2026,-,"Bang O, Khet Bang Phlat, Bangkok, 10700",fands2005@gmail.com,-,0870909078,,https://halal.co.th/storages/products/668463.png,Health and Beauty
"Sochi Co., Ltd.",-,10Q7020040266,10-1-10150-1-0008,8859018700110,08/02/2026,-,"Bang O, Khet Bang Phlat, Bangkok, 10700",fands2005@gmail.com,-,0870909078,,https://halal.co.th/storages/products/668431.png,Health and Beauty
"Sochi Co., Ltd.",-,10Q7020050266,10-1-10150-1-0021,8859018700172,08/02/2026,-,"Bang O, Khet Bang Phlat, Bangkok, 10700",fands2005@gmail.com,-,0870909078,,https://halal.co.th/storages/products/668465.png,Health and Beauty
"Sochi Co., Ltd.",-,10Q7020060266,10-1-10150-1-0009,8859018700318,08/02/2026,-,"Bang O, Khet Bang Phlat, Bangkok, 10700",fands2005@gmail.com,-,0870909078,,https://halal.co.th/storages/products/668433.png,Health and Beauty
"Sochi Co., Ltd.",-,10Q7020070266,10-1-10150-1-0011,8859018700257,08/02/2026,-,"Bang O, Khet Bang Phlat, Bangkok, 10700",fands2005@gmail.com,-,0870909078,,https://halal.co.th/storages/products/668462.png,Health and Beauty
"Sochi Co., Ltd.",-,10Q7020080266,10-1-10150-1-0019,8859018700226,08/02/2026,-,"Bang O, Khet Bang Phlat, Bangkok, 10700",fands2005@gmail.com,-,0870909078,,https://halal.co.th/storages/products/668447.png,Health and Beauty
"Sochi Co., Ltd.",-,10Q7020150367,10-1-10150-1-0025,8859018721023,08/02/2026,-,"Bang O, Khet Bang Phlat, Bangkok, 10700",fands2005@gmail.com,-,0870909078,,https://halal.co.th/storages/products/697415.png,Health and Beauty
"Sochi Co., Ltd.",-,10Q7020160367,10-1-10150-1-0029,8859018721030,08/02/2026,-,"Bang O, Khet Bang Phlat, Bangkok, 10700",fands2005@gmail.com,-,0870909078,,https://halal.co.th/storages/products/697418.png,Health and Beauty
"Sochi Co., Ltd.",-,10Q7020170367,10-1-10150-1-0031,8859018721047,08/02/2026,-,"Bang O, Khet Bang Phlat, Bangkok, 10700",fands2005@gmail.com,-,0870909078,,https://halal.co.th/storages/products/668442.png,Health and Beauty
"Sochi Co., Ltd.",-,10Q7020180367,10-1-10150-1-0010,8859018700127,08/02/2026,-,"Bang O, Khet Bang Phlat, Bangkok, 10700",fands2005@gmail.com,-,0870909078,,https://halal.co.th/storages/products/668439.png,Health and Beauty
,-,13C4660180156,N/A,8859159200388,30/01/2026,"Galong Marketing Co.,Ltd.","55/2 Moo 4, Bueng Kham Phroi, Lam Luk Ka, Pathum Thani 12150, Thailand., Bueng Kham Phroi, Lam Luk Ka, Pathum Thani, 12150",,-,081-7331003,,https://halal.co.th/storages/products/314328.png,Health and Beauty
,-,13C4660210156,N/A,8859159200500,30/01/2026,"Galong Marketing Co.,Ltd.","55/2 Moo 4, Bueng Kham Phroi, Lam Luk Ka, Pathum Thani 12150, Thailand., Bueng Kham Phroi, Lam Luk Ka, Pathum Thani, 12150",,-,081-7331003,,https://halal.co.th/storages/products/314329.jpg,Health and Beauty
N/A,-,13U6930010668,N/A,8859577900815,10/06/2026,DEE Q OLO ASSET COMPANY LIMITED,"5, Soi Kheha Rom Klao 72, Yaek3, Rat Phatthana Sub-District, Saphan Sung District, Bangkok 10240, Thailand., Rat Phatthana, Khet Saphan Sung, Bangkok, 10240",pocare_hr_manager@pocare.net,LAPATJIRA DECHMA,02-1847881-3,Skin care product,https://halal.co.th/storages/products/816252.jpg,Health and Beauty
N/A,-,13U6930010668,N/A,8859577900822,10/06/2026,DEE Q OLO ASSET COMPANY LIMITED,"5, Soi Kheha Rom Klao 72, Yaek3, Rat Phatthana Sub-District, Saphan Sung District, Bangkok 10240, Thailand., Rat Phatthana, Khet Saphan Sung, Bangkok, 10240",pocare_hr_manager@pocare.net,LAPATJIRA DECHMA,02-1847881-3,Skin care product,https://halal.co.th/storages/products/816253.jpg,Health and Beauty
Scotch Puree׳®,10 Berry plus Vitamin A from Berry Essence Concentrate,105290521064,1210632720040,8852007983051,15/10/2025,"SCOTCH INDUSTRIAL (THAILAND) CO., LTD.","52/8 Moo 8, Bangbuathong-Suphanburi Rd., Bangbuathong, Nonthaburi, 11110, Lahan, Bang Bua Thong, Nonthaburi, 11110",t_butsaba@hotmail.com,-,"081-408-3718, 0-2925-5050-2",,https://halal.co.th/storages/products/648047.png,Health and Beauty
Scotch Puree׳®,10 Berry plus Vitamin A from Berry Essence Concentrate,105290521064,1210632720040,8852007983280,15/10/2025,"SCOTCH INDUSTRIAL (THAILAND) CO., LTD.","52/8 Moo 8, Bangbuathong-Suphanburi Rd., Bangbuathong, Nonthaburi, 11110, Lahan, Bang Bua Thong, Nonthaburi, 11110",t_butsaba@hotmail.com,-,"081-408-3718, 0-2925-5050-2",,https://halal.co.th/storages/products/688099.png,Health and Beauty
Zawiiya Brand,10 Mix Oil Dietary Supplement Product (Zawiiya Brand),10S4520110368,50-2-05959-5-0073,N/A,01/03/2026,BRIGHTLIFE (THAILAND) COMPANY LIMITED,"666 Village No. 2, Saladan Subdistrict, Koh Lanta District, Krabi Province 81150, Sala Dan, Ko Lanta, Krabi, 81150",tsofarm02@gmail.com,-,-,,https://halal.co.th/storages/products/784830.jpg,Health and Beauty
10 Probiotics (Dietary Supplement Product),10 Probiotics (Dietary Supplement Product),10Q8130021166,90-1-00465-5-0010,8857128619018,06/01/2026,"CEO FACTORY (THAILAND) CO., LTD.","88 Chuam Mit Road, Ban Phru Subdistrict, Hat Yai District, Songkhla 90250 Thailand., Ban Phru, Hat Yai, Songkhla, 90250",yanasornsuw@gmail.com,Yanasorn Suwannarat,0919874473,,https://halal.co.th/storages/products/726049.jpg,Health and Beauty
Scotch®,100% Essence of Chicken,105290041144,12-1-06327-1-0001,8852007934473,15/10/2025,"SCOTCH INDUSTRIAL (THAILAND) CO., LTD.","52/8 Moo 8, Bangbuathong-Suphanburi Rd., Bangbuathong, Nonthaburi, 11110, Lahan, Bang Bua Thong, Nonthaburi, 11110",t_butsaba@hotmail.com,-,"081-408-3718, 0-2925-5050-2",100% Essence of Chicken,https://halal.co.th/storages/products/136695.jpg,Health and Beauty
Scotch®,100% Essence of Chicken,105290041144,12-1-06327-1-0001,8852007934213,15/10/2025,"SCOTCH INDUSTRIAL (THAILAND) CO., LTD.","52/8 Moo 8, Bangbuathong-Suphanburi Rd., Bangbuathong, Nonthaburi, 11110, Lahan, Bang Bua Thong, Nonthaburi, 11110",t_butsaba@hotmail.com,-,"081-408-3718, 0-2925-5050-2",100% Essence of Chicken,https://halal.co.th/storages/products/499738.jpg,Health and Beauty
Scotch®,100% Essence of Chicken,105290041144,12-1-06327-1-0001,8852007934190,15/10/2025,"SCOTCH INDUSTRIAL (THAILAND) CO., LTD.","52/8 Moo 8, Bangbuathong-Suphanburi Rd., Bangbuathong, Nonthaburi, 11110, Lahan, Bang Bua Thong, Nonthaburi, 11110",t_butsaba@hotmail.com,-,"081-408-3718, 0-2925-5050-2",100% Essence of Chicken,https://halal.co.th/storages/products/499776.jpg,Health and Beauty
Scotch®,100% Essence of Chicken,105290041144,12-1-06327-1-0001,8852007934237,15/10/2025,"SCOTCH INDUSTRIAL (THAILAND) CO., LTD.","52/8 Moo 8, Bangbuathong-Suphanburi Rd., Bangbuathong, Nonthaburi, 11110, Lahan, Bang Bua Thong, Nonthaburi, 11110",t_butsaba@hotmail.com,-,"081-408-3718, 0-2925-5050-2",100% Essence of Chicken,https://halal.co.th/storages/products/499778.jpg,Health and Beauty
Scotch®,100% Essence of Chicken,105290041144,12-1-06327-1-0001,8852007934220,15/10/2025,"SCOTCH INDUSTRIAL (THAILAND) CO., LTD.","52/8 Moo 8, Bangbuathong-Suphanburi Rd., Bangbuathong, Nonthaburi, 11110, Lahan, Bang Bua Thong, Nonthaburi, 11110",t_butsaba@hotmail.com,-,"081-408-3718, 0-2925-5050-2",100% Essence of Chicken,https://halal.co.th/storages/products/732399.jpg,Health and Beauty
Scotch®,100% Essence of Chicken,105290041144,12-1-06327-1-0001,8852007924213,15/10/2025,"SCOTCH INDUSTRIAL (THAILAND) CO., LTD.","52/8 Moo 8, Bangbuathong-Suphanburi Rd., Bangbuathong, Nonthaburi, 11110, Lahan, Bang Bua Thong, Nonthaburi, 11110",t_butsaba@hotmail.com,-,"081-408-3718, 0-2925-5050-2",100% Essence of Chicken,https://halal.co.th/storages/products/732400.jpg,Health and Beauty
2S DAY S DIETARY SUPPLEMENT PRODUCTS,2S DAY S DIETARY SUPPLEMENT PRODUCT,10T8210030268,90-1-06065-5-0070,N/A,12/02/2026,CHANG RAK 1988 (THAILAND) Company Limited,"55/85 Moo 14, Racha Thewa Subdistrict, Bang Phli District, Samut Prakan 10540, Thailand., Racha Thewa, Bang Phli, Samut Prakan, 10540",w.watinees@gmail.com,Watinee Srikruekeaw,062-6282649,,https://halal.co.th/storages/products/805903.png,Health and Beauty
2S NIGHT S DIETARY SUPPLEMENT PRODUCTS,2S NIGHT S DIETARY SUPPLEMENT PRODUCT,10T8210020268,90-1-06065-5-0071,N/A,12/02/2026,CHANG RAK 1988 (THAILAND) Company Limited,"55/85 Moo 14, Racha Thewa Subdistrict, Bang Phli District, Samut Prakan 10540, Thailand., Racha Thewa, Bang Phli, Samut Prakan, 10540",w.watinees@gmail.com,Watinee Srikruekeaw,062-6282649,,https://halal.co.th/storages/products/805904.png,Health and Beauty
REAL ELIXI,3 Collagen Plus CZ (DIETARY SUPPLEMENT PRODUCT),10I1600470665,11-1-00364-5-0080,N/A,07/06/2027,NUTRITION PROFESS PUBLIC COMPANY LIMITED.,"1, 2 SOI CHATUCHOT 14 (WAT KHOK JA LHAR), OR NGOEN, SAI MAI, BANGKOK 10220, THAILAND., O Ngoen, Khet Sai Mai, Bangkok, 10220",,-,-,,https://halal.co.th/storages/products/683922.png,Health and Beauty
SANWA,A-ROI SEAWEED CLASSIC FLAVOUR,10R7790010966,ขายต่างประเทศไม่มีเลข อ.ย.,8888380217643,05/09/2025,"SINHUA HOCK KEE TRADING (S) PTE.,LTD.","463,Tagore Industrial Avenue, Singapore 787832",markettings.1@thaikorean.co.th,MS.PISUMA,086 904 0016,A-ROI SEAWEED CLASSIC FLAVOUR,https://halal.co.th/storages/products/730227.jpg,Health and Beauty
SANWA,A-ROI SEAWEED SPICY SQUID FLAVOUR,10R7790020966,ขายต่างประเทศไม่มีเลข อ.ย.,8888380217650,05/09/2025,"SINHUA HOCK KEE TRADING (S) PTE.,LTD.","463,Tagore Industrial Avenue, Singapore 787832",markettings.1@thaikorean.co.th,MS.PISUMA,086 904 0016,A-ROI SEAWEED SPICY SQUID FLAVOUR,https://halal.co.th/storages/products/730237.jpg,Health and Beauty
AOVA Care,Abalone powder dietary supplement product,10B4590650163,83-2-02047-5-0001,N/A,08/01/2026,"PHUKET  ABALONE  FARM CO., LTD.","35/4 M. 1, Theppratharn Rd., Rutsada, Muang, Phuket 83000, Thailand., Ratsada, Mueang Phuket, Phuket, 83000",potjana.s@phuketabalone.com,Potjana,"089-866-2710, 076-252799",Abalone powder dietary supplement product AOVA Care brand,https://halal.co.th/storages/products/551425.jpg,Health and Beauty
AOVA Care,"Abalone powder plus collagen type II, calcium and spinach powder dietary supplement product",10B4590740164,83-2-02047-5-0015,N/A,08/01/2026,"PHUKET  ABALONE  FARM CO., LTD.","35/4 M. 1, Theppratharn Rd., Rutsada, Muang, Phuket 83000, Thailand., Ratsada, Mueang Phuket, Phuket, 83000",potjana.s@phuketabalone.com,Potjana,"089-866-2710, 076-252799","Abalone powder plus collagen type II, calcium and spinach powder dietary supplement product",https://halal.co.th/storages/products/608390.jpg,Health and Beauty
AOVA Care,"Abalone powder, mixberry dietary supplement product",10B4590600163,83-2-02047-5-0006,N/A,08/01/2026,"PHUKET  ABALONE  FARM CO., LTD.","35/4 M. 1, Theppratharn Rd., Rutsada, Muang, Phuket 83000, Thailand., Ratsada, Mueang Phuket, Phuket, 83000",potjana.s@phuketabalone.com,Potjana,"089-866-2710, 076-252799","Abalone powder, mixberry dietary supplement product",https://halal.co.th/storages/products/551419.jpg,Health and Beauty
AOVA Care,"Abalone powder, pomegranate powder, lycopene and vitamin C dietary supplement product",10B4590570163,83-2-02047-5-0002,N/A,08/01/2026,"PHUKET  ABALONE  FARM CO., LTD.","35/4 M. 1, Theppratharn Rd., Rutsada, Muang, Phuket 83000, Thailand., Ratsada, Mueang Phuket, Phuket, 83000",potjana.s@phuketabalone.com,Potjana,"089-866-2710, 076-252799","Abalone powder, pomegranate powder, lycopene and vitamin C dietary supplement product",https://halal.co.th/storages/products/551416.jpg,Health and Beauty
AOVA Care,"Abalone powder, Vitamin B1, B2, B6, B12 and fish collagen peptide dietary supplement product",10B4590590163,83-2-02047-5-0013,N/A,08/01/2026,"PHUKET  ABALONE  FARM CO., LTD.","35/4 M. 1, Theppratharn Rd., Rutsada, Muang, Phuket 83000, Thailand., Ratsada, Mueang Phuket, Phuket, 83000",potjana.s@phuketabalone.com,Potjana,"089-866-2710, 076-252799","Abalone powder, Vitamin B1, B2, B6, B12 and fish collagen peptide dietary supplement product",https://halal.co.th/storages/products/551418.jpg,Health and Beauty
AOVA Care,"Abalone powder, zinc, spinach powder and oyster powder dietary supplement product",10B4590580163,83-2-02047-5-0005,N/A,08/01/2026,"PHUKET  ABALONE  FARM CO., LTD.","35/4 M. 1, Theppratharn Rd., Rutsada, Muang, Phuket 83000, Thailand., Ratsada, Mueang Phuket, Phuket, 83000",potjana.s@phuketabalone.com,Potjana,"089-866-2710, 076-252799","Abalone powder, zinc, spinach powder and oyster powder dietary supplement product",https://halal.co.th/storages/products/551417.jpg,Health and Beauty
N/A,AC CIP HP,13U1750030268,753/2564,8859742900121,13/02/2026,Blue Aqua Solution,"9/155 Moo.5 Phaholyothin Rd, Khlong Nueng, Khlong Luang, Pathumthani 12120, Thailand., Khlong Nueng, Khlong Luang, Pathum Thani, 12120",kitthichai.pi@blueaquasolution.com,Kitthichai Pitakwong,0812666449,,https://halal.co.th/storages/products/796808.jpg,Health and Beauty
N/A,AC CIP PHOS,13U1750040268,563/2566,8859742900138,13/02/2026,Blue Aqua Solution,"9/155 Moo.5 Phaholyothin Rd, Khlong Nueng, Khlong Luang, Pathumthani 12120, Thailand., Khlong Nueng, Khlong Luang, Pathum Thani, 12120",kitthichai.pi@blueaquasolution.com,Kitthichai Pitakwong,0812666449,,https://halal.co.th/storages/products/796809.jpg,Health and Beauty
N/A,AC FOAM PHOS,13U1750050268,กปศ.0101630164,8859742900145,13/02/2026,Blue Aqua Solution,"9/155 Moo.5 Phaholyothin Rd, Khlong Nueng, Khlong Luang, Pathumthani 12120, Thailand., Khlong Nueng, Khlong Luang, Pathum Thani, 12120",kitthichai.pi@blueaquasolution.com,Kitthichai Pitakwong,0812666449,,https://halal.co.th/storages/products/796810.jpg,Health and Beauty
AC-NO (Dietary Supplement Product) (CEO FACTORY Brand),AC-NO (Dietary Supplement Product) (CEO FACTORY Brand),10Q8130041166,90-1-00465-5-0043,8857128619094,06/01/2026,"CEO FACTORY (THAILAND) CO., LTD.","88 Chuam Mit Road, Ban Phru Subdistrict, Hat Yai District, Songkhla 90250 Thailand., Ban Phru, Hat Yai, Songkhla, 90250",yanasornsuw@gmail.com,Yanasorn Suwannarat,0919874473,,https://halal.co.th/storages/products/742708.jpg,Health and Beauty
Vit'2Go,Acerola Cherry Extract 700 mg. Vitamin C and L-Glutathione (Dietary Supplement Product)(Vit'2Go(TM)),10L8730391267,12-1-02261-5-0093,8856082007947,03/12/2025,"Sand-M Global Co., Ltd.","29/3 Moo 10, Bang Mae Nang Subdistrict, Bang Yai District, Nonthaburi 11140, Bang Mae Nang, Bang Yai, Nonthaburi, 11140",haruthai.sandm@gmail.com,-,"098-9937587, 0-2147-5128-32 ext. 912",Acerola Cherry Extract 700 mg. Vitamin C and L-Glutathione (Dietary Supplement Product)(Vit'2Go(TM)),https://halal.co.th/storages/products/799787.jpg,Health and Beauty
THP Better Health Happy Life,ACEROLA CHERRY PLUS SOFT CAPSULE DIETARY SUPPLEMENT PRODUCT (THP BRAND),10H5250660364,10-3-31754-5-0046,0-750363-792172,25/03/2026,"THAI HEALTH PRODUCT CO.,LTD.","99 PATTANAKARN 13 SOI, SUANLUANG, BANGKOK, 10250, THAILAND., Suan Luang, Khet Suan Luang, Bangkok, 10250",oh.thaihealth@gmail.com,K' Pemika,0922521164,ACEROLA CHERRY PLUS,https://halal.co.th/storages/products/608191.png,Health and Beauty
N/A,Acno Dietary Supplement Product (Medileen (TM)),10R1190061067,13-1-03765-5-0012,8859604400783,24/10/2025,ABSOLUTE COSMETIC COMPANY LIMITED,"22/31, Moo 6, Lat Sawai, Lam Luk Ka, Pathum Thani12150, Thailand., Lat Sawai, Lam Luk Ka, Pathum Thani, 12150",juthamas20116@gmail.com,-,0985325959,,https://halal.co.th/storages/products/779357.jpg,Health and Beauty
