name,product_name,halal_code,fda_number,barcode,expiry_date,company_name,company_address,company_email,cordinator_name,cordinator_contact,long_product_detail,image_link,category
N/A,100% Aromatic Coconut Water (250 ml),91T6030011167,73-2-00562-2-0001,8857200407014,06/11/2025,"Family Green Harvest Co.,Ltd.","111/25 Moo 11 Bangrakham, Banglane, Nakornphathom, 73130, Thailand., Bang Rakam, Bang Len, Nakhon Pathom, 73130",piyaporn@familygreenharvest.com,Piyaporn Phoosuphanusorn,0816435630,100% Aromatic Coconut Water (250 ml),https://halal.co.th/storages/products/778776.png,Utilities
Tipco,"65 % MIXED VEGETABLE JUICE & 35 % MIXED FRUIT JUICE (CARROT,CELERY, TOMATO, ORANGE, PASSIONFRUIT, PINEAPPLE)",91A7090281249,14-2-00249-2-0054,8851013740498,05/12/2026,"TIPCO F&B CO., LTD.","118/1 TIPCO TOWER, RAMA 6 RD., PHAYATHAI, PHAYATHAI, BANGKOK 10400, THAILAND., Phaya Thai, Khet Phaya Thai, Bangkok, 10400",numphueng@tipco.net,numphueng,035-950851-4 #3606,,https://halal.co.th/storages/products/376343.jpg,Utilities
HI DRI,Activated Clay,15K2010020962,N/A,21080001,29/09/2025,HIDRI (THAILAND) COMPANY LIMITED.,"104/6 Moo.6, T.Naklue, A.Banglamung, Chonburi 20150, Thailand., Na Kluea, Bang Lamung, Chon Buri, 20150",rattanawilai@hidri.co.th,Rattanawilai Poolsiri (Boty),087-6122678,,https://halal.co.th/storages/products/630102.png,Utilities
HI DRI,Activated Clay,15K2010020962,N/A,21080001,29/09/2025,HIDRI (THAILAND) COMPANY LIMITED.,"104/6 Moo.6, T.Naklue, A.Banglamung, Chonburi 20150, Thailand., Na Kluea, Bang Lamung, Chon Buri, 20150",rattanawilai@hidri.co.th,Rattanawilai Poolsiri (Boty),087-6122678,,https://halal.co.th/storages/products/630103.png,Utilities
HI DRI,Activated Clay,15K2010020962,N/A,21080001,29/09/2025,HIDRI (THAILAND) COMPANY LIMITED.,"104/6 Moo.6, T.Naklue, A.Banglamung, Chonburi 20150, Thailand., Na Kluea, Bang Lamung, Chon Buri, 20150",rattanawilai@hidri.co.th,Rattanawilai Poolsiri (Boty),087-6122678,,https://halal.co.th/storages/products/483523.png,Utilities
Smart san,Alcohol Sanitizer S-1,15U3190010268,332/2567,N/A,09/02/2026,"SARAYA INTERNATIONAL (THAILAND) CO.,LTD.","23/21 12th Fl. Sorachai Bldg., Soi Sukumvit 63, Sukhumvit Rd., Kwaeng Klongton Nua.,Khet Wattana.,Bangkok. 10110 Thailand., Khlong Tan Nuea, Khet Watthana, Bangkok, 10110",Nuttawut@saraya.co.th,Mr.Nuttawut Numbenjapol,0891575929,Disinfectant products,https://halal.co.th/storages/products/805144.png,Utilities
BABI MILD,BABY FABRIC SOFTENER COTTON MILK,15G0290450360,-,N/A,03/03/2026,OSOTSPA PUBLIC COMPANY LIMITED,"348 RAMKHAMHAENG ROAD, HUAMAK, BANGKAPI, BANGKOK 10240, THAILAND., Hua Mak, Khet Bang Kapi, Bangkok, 10240",Krisda.unw@osotspa.com,Mr. Krisda,063-206-0379,BABY FABRIC SOFTENER COTTON MILK,https://halal.co.th/storages/products/806735.png,Utilities
BABI MILD,BABY FABRIC SOFTENER PINK FLORAL,15G0290420360,-,N/A,03/03/2026,OSOTSPA PUBLIC COMPANY LIMITED,"348 RAMKHAMHAENG ROAD, HUAMAK, BANGKAPI, BANGKOK 10240, THAILAND., Hua Mak, Khet Bang Kapi, Bangkok, 10240",Krisda.unw@osotspa.com,Mr. Krisda,063-206-0379,BABY FABRIC SOFTENER PINK FLORAL,https://halal.co.th/storages/products/806731.jpeg,Utilities
BABI MILD,BABY FABRIC SOFTENER SWEETY FRESH,15G0290430360,-,N/A,03/03/2026,OSOTSPA PUBLIC COMPANY LIMITED,"348 RAMKHAMHAENG ROAD, HUAMAK, BANGKAPI, BANGKOK 10240, THAILAND., Hua Mak, Khet Bang Kapi, Bangkok, 10240",Krisda.unw@osotspa.com,Mr. Krisda,063-206-0379,BABY FABRIC SOFTENER SWEETY FRESH,https://halal.co.th/storages/products/806732.png,Utilities
BABI MILD,BABY FABRIC SOFTENER VIOLET BLOSSOM,15G0290440360,-,N/A,03/03/2026,OSOTSPA PUBLIC COMPANY LIMITED,"348 RAMKHAMHAENG ROAD, HUAMAK, BANGKAPI, BANGKOK 10240, THAILAND., Hua Mak, Khet Bang Kapi, Bangkok, 10240",Krisda.unw@osotspa.com,Mr. Krisda,063-206-0379,BABY FABRIC SOFTENER VIOLET BLOSSOM,https://halal.co.th/storages/products/806733.jpg,Utilities
GRACZ,Biodegradable Packaging for Environment,80A8730030656,N/A,8857118170253,25/06/2026,Biodegradable Packaging for Environment Public Company Limited,"194/1-3 Prasert-Manukitch Road, Nawamin, Bungkhum, Bangkok 10230 Thailand., Nawamin, Khet Bueng Kum, Bangkok, 10230",tuangporn.k@gracz.co.th,tuangporn,0892704008,Biodegradable Packaging for Environment,https://halal.co.th/storages/products/246650.jpg,Utilities
GRACZ,Biodegradable Packaging for Environment,80A8730030656,N/A,8857118170048,25/06/2026,Biodegradable Packaging for Environment Public Company Limited,"194/1-3 Prasert-Manukitch Road, Nawamin, Bungkhum, Bangkok 10230 Thailand., Nawamin, Khet Bueng Kum, Bangkok, 10230",tuangporn.k@gracz.co.th,tuangporn,0892704008,Biodegradable Packaging for Environment,https://halal.co.th/storages/products/775172.jpg,Utilities
GRACZ SIMPLE,Biodegradable Packaging for Environment,80A8730040658,N/A,8857118176408,25/06/2026,Biodegradable Packaging for Environment Public Company Limited,"194/1-3 Prasert-Manukitch Road, Nawamin, Bungkhum, Bangkok 10230 Thailand., Nawamin, Khet Bueng Kum, Bangkok, 10230",tuangporn.k@gracz.co.th,tuangporn,0892704008,Biodegradable Packaging for Environment,https://halal.co.th/storages/products/370008.jpg,Utilities
N/A,Biodegradable Packaging for Environment,80A8730060565,N/A,8859698300372,25/06/2026,Biodegradable Packaging for Environment Public Company Limited,"194/1-3 Prasert-Manukitch Road, Nawamin, Bungkhum, Bangkok 10230 Thailand., Nawamin, Khet Bueng Kum, Bangkok, 10230",tuangporn.k@gracz.co.th,tuangporn,0892704008,Biodegradable Packaging for Environment,https://halal.co.th/storages/products/669007.png,Utilities
N/A,C-Sure Dishwashing Liquid,15P5100040865,337/2549,NA,17/08/2025,"Top-Form Intertrade Co., Ltd.","85/2 Moo 4 Prongmaduea Muang Nakhonpathom 73000, Thailand., Phrong Maduea, Mueang Nakhon Pathom, Nakhon Pathom, 73000",tfintertrade@yahoo.com,Suwipa Saiprasert,081-634-5504,,https://halal.co.th/storages/products/671240.png,Utilities
N/A,C-sure Plus Cleaning Liquid,15P5100030865,1592/2549,NA,17/08/2025,"Top-Form Intertrade Co., Ltd.","85/2 Moo 4 Prongmaduea Muang Nakhonpathom 73000, Thailand., Phrong Maduea, Mueang Nakhon Pathom, Nakhon Pathom, 73000",tfintertrade@yahoo.com,Suwipa Saiprasert,081-634-5504,,https://halal.co.th/storages/products/671241.png,Utilities
N/A,C-sure S Cleaning Liquid,15P5100020865,187/2550,NA,17/08/2025,"Top-Form Intertrade Co., Ltd.","85/2 Moo 4 Prongmaduea Muang Nakhonpathom 73000, Thailand., Phrong Maduea, Mueang Nakhon Pathom, Nakhon Pathom, 73000",tfintertrade@yahoo.com,Suwipa Saiprasert,081-634-5504,,https://halal.co.th/storages/products/671242.png,Utilities
N/A,"Chromic Catgut, Absorbable Suture",16L1990060665,65-1-1-2-0000930,N/A,18/06/2026,"Novamedic Co., Ltd.","125-125/1, Moo 2, Phraeksamai, Muang, Samutprakarn 10280, Thailand., Phraek Sa Mai, Mueang Samut Prakan, Samut Prakan, 10280",Sompong@novamedic.co.th,Mr. Sompong PANUCHOKLAP,0-2138-0478-80 Ext. 141,"Chromic Catgut, Absorbable Suture",https://halal.co.th/storages/products/667602.png,Utilities
N/A,"CIRCUMFIX®, Circumcision Dressing for Adult",16L1990030664,65-1-3-2-0000015,N/A,18/06/2026,"Novamedic Co., Ltd.","125-125/1, Moo 2, Phraeksamai, Muang, Samutprakarn 10280, Thailand., Phraek Sa Mai, Mueang Samut Prakan, Samut Prakan, 10280",Sompong@novamedic.co.th,Mr. Sompong PANUCHOKLAP,0-2138-0478-80 Ext. 141,"CIRCUMFIX®, Circumcision Dressing for Adult",https://halal.co.th/storages/products/618859.png,Utilities
N/A,"CIRCUMFIX®, Circumcision Dressing for INFANT/ CHILD",16L1990010663,65-1-3-2-0000015,N/A,18/06/2026,"Novamedic Co., Ltd.","125-125/1, Moo 2, Phraeksamai, Muang, Samutprakarn 10280, Thailand., Phraek Sa Mai, Mueang Samut Prakan, Samut Prakan, 10280",Sompong@novamedic.co.th,Mr. Sompong PANUCHOKLAP,0-2138-0478-80 Ext. 141,"CIRCUMFIX®, Circumcision Dressing for INFANT/ CHILD",https://halal.co.th/storages/products/544037.png,Utilities
DIVERSEY,CREW LIME&SCALE REMOVER,15G8830380962,N/A,N/A,20/09/2025,"DIVERSEY HYGIENE (THAILAND) CO., LTD.","33/4 THE 9th TOWER GRAND RAMA 9 27th FLOOR, TOWER B, RAMA 9 ROAD, HUAYKWANG, BANGKOK 10310, THAILAND, Huai Khwang, Khet Huai Khwang, Bangkok, 10310",pornpada@milott.co.th,Ms.Pornpada   Klinhom,-,,https://halal.co.th/storages/products/465393.png,Utilities
Flussig Chem,Dish Super,15F2190921167,N/A,N/A,31/10/2025,"Flussig Chem Co., Ltd.","2292, 2294, 2296 Pattanakarn Rd., Kwang  Pattanakarn, Khet Suanluang, Bangkok 10250 Thailand, Phatthanakan, Khet Suan Luang, Bangkok, 10250",marketing@flussig-nithimai.com,pornsuda,02-7226393-4  ต่อ 101-102,,https://halal.co.th/storages/products/771626.png,Utilities
EESY CLEAN,"DISHWASHING LIQUID EESY CLEAN BRAND 500 ml, 6 L, 20 L",15R6340030866,สบ 2/2562,8857126529111,08/08/2025,TPI HEALTHCARE COMPANY LIMITED,"26/56 Chan Tat Mai Rd., Tungmahamek, Sathorn  Bangkok 10120  Thailand, Thung Maha Mek, Khet Sathon, Bangkok, 10120",sirirat.le@tpipolene.net,Witool Nooyimsai,0819302898,,https://halal.co.th/storages/products/729625.png,Utilities
EESY CLEAN,"DISHWASHING LIQUID EESY CLEAN BRAND 500 ml, 6 L, 20 L",15R6340030866,สบ 2/2562,8857126529593,08/08/2025,TPI HEALTHCARE COMPANY LIMITED,"26/56 Chan Tat Mai Rd., Tungmahamek, Sathorn  Bangkok 10120  Thailand, Thung Maha Mek, Khet Sathon, Bangkok, 10120",sirirat.le@tpipolene.net,Witool Nooyimsai,0819302898,,https://halal.co.th/storages/products/729626.jpg,Utilities
EESY CLEAN,"DISHWASHING LIQUID EESY CLEAN BRAND 500 ml, 6 L, 20 L",15R6340030866,สบ 2/2562,8857126529609,08/08/2025,TPI HEALTHCARE COMPANY LIMITED,"26/56 Chan Tat Mai Rd., Tungmahamek, Sathorn  Bangkok 10120  Thailand, Thung Maha Mek, Khet Sathon, Bangkok, 10120",sirirat.le@tpipolene.net,Witool Nooyimsai,0819302898,,https://halal.co.th/storages/products/729627.jpg,Utilities
EESY CLEAN,DISHWASHING LIQUID EESY CLEAN LEMON & JAPANESE TEA 750 ml,15R6340010866,สบ 3/2563,8857126529814,08/08/2025,TPI HEALTHCARE COMPANY LIMITED,"26/56 Chan Tat Mai Rd., Tungmahamek, Sathorn  Bangkok 10120  Thailand, Thung Maha Mek, Khet Sathon, Bangkok, 10120",sirirat.le@tpipolene.net,Witool Nooyimsai,0819302898,,https://halal.co.th/storages/products/729733.png,Utilities
EESY CLEAN,DISHWASHING LIQUID EESY CLEAN MANDARIN & JAPANESE TEA 750 ml,15R6340020866,สบ 2/2563,8857126529807,08/08/2025,TPI HEALTHCARE COMPANY LIMITED,"26/56 Chan Tat Mai Rd., Tungmahamek, Sathorn  Bangkok 10120  Thailand, Thung Maha Mek, Khet Sathon, Bangkok, 10120",sirirat.le@tpipolene.net,Witool Nooyimsai,0819302898,,https://halal.co.th/storages/products/729633.png,Utilities
GREEN PLUS,DISHWASHING LIQUID GREEN PLUS SMART,15P5860020965,นม 4/2564,8 858857 201109,31/08/2026,"K. C. CHEMITECH CO.,LTD (HEAD OFFICE)","101 Moo.10 Mittrapap Rd., Kokgruad, Muang, Nakhon Ratchasima 30280, Khok Kruat, Mueang Nakhon Ratchasima, Nakhon Ratchasima, 30280",kc_chemitech@hotmail.com,MISS NULADA MANEERATTANAKUL,062-6966659,COSMETIC AND CLEAN CARE PRODUCT,https://halal.co.th/storages/products/684500.jpg,Utilities
DIVERSEY,DUAL DIP,15G8830230961,N/A,N/A,20/09/2025,"DIVERSEY HYGIENE (THAILAND) CO., LTD.","33/4 THE 9th TOWER GRAND RAMA 9 27th FLOOR, TOWER B, RAMA 9 ROAD, HUAYKWANG, BANGKOK 10310, THAILAND, Huai Khwang, Khet Huai Khwang, Bangkok, 10310",pornpada@milott.co.th,Ms.Pornpada   Klinhom,-,,https://halal.co.th/storages/products/465380.jpg,Utilities
N/A,FORPRO,15U0920121267,29/2554,8858757600019,04/12/2025,"Smartlab Co., Ltd.","333/29 Moo.9, Laharn Subdistrict, Bang Bua Thong District, Nonthaburi Province 11110, Lahan, Bang Bua Thong, Nonthaburi, 11110",thanatpong.akka@hotmail.com,Thanatpong Akkathammatat,0822424464,"Clear pink liquid, characteristic odor",https://halal.co.th/storages/products/783426.jpg,Utilities
N/A,FRIUT AND VEGTABLE WASH TPI GREEN ALKALINE WASH (FOOD ADDITIVE) (PRINTEMP MARIE ROSE BAND),15S6440010367,19-1-14663-5-0007,8857126529753,17/03/2026,TPI HEALTHCARE COMPANY LIMITED,"26/56 Chan TatMai Rd. (Nang Linchi), Thungmahamek, Sathorn, Bangkok 10120, Thung Maha Mek, Khet Sathon, Bangkok, 10120",Napaput.pm@gmail.com,Napaput Poommai,0621699353,,https://halal.co.th/storages/products/748611.png,Utilities
GREEN PLUS,GREEN PLUS DAILY TOILET CLEANER,15P5860070965,นม 6/2564,8 858857 201277,31/08/2026,"K. C. CHEMITECH CO.,LTD (HEAD OFFICE)","101 Moo.10 Mittrapap Rd., Kokgruad, Muang, Nakhon Ratchasima 30280, Khok Kruat, Mueang Nakhon Ratchasima, Nakhon Ratchasima, 30280",kc_chemitech@hotmail.com,MISS NULADA MANEERATTANAKUL,062-6966659,COSMETIC AND CLEAN CARE PRODUCT,https://halal.co.th/storages/products/684513.png,Utilities
GREEN PLUS,GREEN PLUS MULTIPURPOSE CLEANER,15P5860100965,นม 7/2564,8 858857 201468,31/08/2026,"K. C. CHEMITECH CO.,LTD (HEAD OFFICE)","101 Moo.10 Mittrapap Rd., Kokgruad, Muang, Nakhon Ratchasima 30280, Khok Kruat, Mueang Nakhon Ratchasima, Nakhon Ratchasima, 30280",kc_chemitech@hotmail.com,MISS NULADA MANEERATTANAKUL,062-6966659,COSMETIC AND CLEAN CARE PRODUCT,https://halal.co.th/storages/products/684516.png,Utilities
GREEN PLUS,GREEN PLUS SMART DISHWASHING LIQUID LEMON FRESH,15P5860010965,นม 10/2564,8 858857 201086,31/08/2026,"K. C. CHEMITECH CO.,LTD (HEAD OFFICE)","101 Moo.10 Mittrapap Rd., Kokgruad, Muang, Nakhon Ratchasima 30280, Khok Kruat, Mueang Nakhon Ratchasima, Nakhon Ratchasima, 30280",kc_chemitech@hotmail.com,MISS NULADA MANEERATTANAKUL,062-6966659,COSMETIC AND CLEAN CARE PRODUCT,https://halal.co.th/storages/products/684497.jpg,Utilities
GREEN PLUS,GREEN PLUS SMART FLOOR CLEANER,15P5860060965,นม 15/2564,8 858857 201208,31/08/2026,"K. C. CHEMITECH CO.,LTD (HEAD OFFICE)","101 Moo.10 Mittrapap Rd., Kokgruad, Muang, Nakhon Ratchasima 30280, Khok Kruat, Mueang Nakhon Ratchasima, Nakhon Ratchasima, 30280",kc_chemitech@hotmail.com,MISS NULADA MANEERATTANAKUL,062-6966659,COSMETIC AND CLEAN CARE PRODUCT,https://halal.co.th/storages/products/684510.png,Utilities
GREEN PLUS,GREEN PLUS V-SAVE CLEAR DISHWASHING LIQUID,15P5860040965,นม 8/2564,8 858857 201147,31/08/2026,"K. C. CHEMITECH CO.,LTD (HEAD OFFICE)","101 Moo.10 Mittrapap Rd., Kokgruad, Muang, Nakhon Ratchasima 30280, Khok Kruat, Mueang Nakhon Ratchasima, Nakhon Ratchasima, 30280",kc_chemitech@hotmail.com,MISS NULADA MANEERATTANAKUL,062-6966659,COSMETIC AND CLEAN CARE PRODUCT,https://halal.co.th/storages/products/684505.png,Utilities
GREEN PLUS,GREEN PLUS V-SAVE DISHWASHING LIQUID LEMON,15P5860030965,นม 9/2564,8 858857 201123,31/08/2026,"K. C. CHEMITECH CO.,LTD (HEAD OFFICE)","101 Moo.10 Mittrapap Rd., Kokgruad, Muang, Nakhon Ratchasima 30280, Khok Kruat, Mueang Nakhon Ratchasima, Nakhon Ratchasima, 30280",kc_chemitech@hotmail.com,MISS NULADA MANEERATTANAKUL,062-6966659,COSMETIC AND CLEAN CARE PRODUCT,https://halal.co.th/storages/products/684504.jpg,Utilities
DIVERSEY,HYPOFOAM VF6,15G8830140961,N/A,N/A,20/09/2025,"DIVERSEY HYGIENE (THAILAND) CO., LTD.","33/4 THE 9th TOWER GRAND RAMA 9 27th FLOOR, TOWER B, RAMA 9 ROAD, HUAYKWANG, BANGKOK 10310, THAILAND, Huai Khwang, Khet Huai Khwang, Bangkok, 10310",pornpada@milott.co.th,Ms.Pornpada   Klinhom,-,,https://halal.co.th/storages/products/465371.png,Utilities
Khao Shong,Khao Shong Agglomerated Instant Coffee,802740011042,11-1-30233-2-0003,8852099010215,14/08/2025,"KHAO SHONG INDUSTRY 1979 CO., LTD.","44 MOO 15, KINGKAEW RD., BANGPLEE, SAMUTPRAKARN 10540 THAILAND., Racha Thewa, Bang Phli, Samut Prakan, 10540",Natthakarn@khaoshong.com,-,"0-2175-1833 ต่อ 219, 220",Khao Shong Agglomerated Instant Coffee,https://halal.co.th/storages/products/605232.jpg,Utilities
Khao Shong,Khao Shong Agglomerated Instant Coffee,802740011042,11-1-30233-2-0003,8852099010116,14/08/2025,"KHAO SHONG INDUSTRY 1979 CO., LTD.","44 MOO 15, KINGKAEW RD., BANGPLEE, SAMUTPRAKARN 10540 THAILAND., Racha Thewa, Bang Phli, Samut Prakan, 10540",Natthakarn@khaoshong.com,-,"0-2175-1833 ต่อ 219, 220",Khao Shong Agglomerated Instant Coffee,https://halal.co.th/storages/products/722789.jpg,Utilities
Khao Shong,Khao Shong Agglomerated Instant Coffee,802740011042,11-1-30233-2-0003,8852099010710,14/08/2025,"KHAO SHONG INDUSTRY 1979 CO., LTD.","44 MOO 15, KINGKAEW RD., BANGPLEE, SAMUTPRAKARN 10540 THAILAND., Racha Thewa, Bang Phli, Samut Prakan, 10540",Natthakarn@khaoshong.com,-,"0-2175-1833 ต่อ 219, 220",Khao Shong Agglomerated Instant Coffee,https://halal.co.th/storages/products/186351.jpg,Utilities
Khao Shong,Khao Shong Agglomerated Instant Coffee,802740011042,11-1-30233-2-0003,8852099010611,14/08/2025,"KHAO SHONG INDUSTRY 1979 CO., LTD.","44 MOO 15, KINGKAEW RD., BANGPLEE, SAMUTPRAKARN 10540 THAILAND., Racha Thewa, Bang Phli, Samut Prakan, 10540",Natthakarn@khaoshong.com,-,"0-2175-1833 ต่อ 219, 220",Khao Shong Agglomerated Instant Coffee,https://halal.co.th/storages/products/499864.jpg,Utilities
N/A,KLEARPRO,15U0920081267,วอ./กษ./กปศ.8(2) 650018,888757600026,04/12/2025,"Smartlab Co., Ltd.","333/29 Moo.9, Laharn Subdistrict, Bang Bua Thong District, Nonthaburi Province 11110, Lahan, Bang Bua Thong, Nonthaburi, 11110",thanatpong.akka@hotmail.com,Thanatpong Akkathammatat,0822424464,"Clear red liquid, characteristic odor",https://halal.co.th/storages/products/783489.jpg,Utilities
NDS,Latex Powder Free Glove (10 Pieces),16N0690021064,1-1-04-02-23-00082,N/A,13/10/2025,"N D S International Co., Ltd.","112 Soi 45 , 109 Soi 47 Phetkasem Rd., Hatyai Sub-sistrict, Hatyai District, Songkhla Province 90110,Thailand, Hat Yai, Hat Yai, Songkhla, 90110",md@ndsinter.com,-,082-6942599,Latex Powder Free Glove (10 Pieces),https://halal.co.th/storages/products/634735.jpg,Utilities
NDS,"Latex Powder Free Glove (50,100 Pieces)",16N0690051064,1-1-04-02-23-00082,N/A,13/10/2025,"N D S International Co., Ltd.","112 Soi 45 , 109 Soi 47 Phetkasem Rd., Hatyai Sub-sistrict, Hatyai District, Songkhla Province 90110,Thailand, Hat Yai, Hat Yai, Songkhla, 90110",md@ndsinter.com,-,082-6942599,"Latex Powder Free Glove (50,100 Pieces)",https://halal.co.th/storages/products/637684.jpg,Utilities
NDS,"Latex Powdered Glove (50, 100 Pieces)",16N0690041064,1-1-04-02-23-00082,N/A,13/10/2025,"N D S International Co., Ltd.","112 Soi 45 , 109 Soi 47 Phetkasem Rd., Hatyai Sub-sistrict, Hatyai District, Songkhla Province 90110,Thailand, Hat Yai, Hat Yai, Songkhla, 90110",md@ndsinter.com,-,082-6942599,"Latex Powdered Glove (50, 100 Pieces)",https://halal.co.th/storages/products/637683.jpg,Utilities
NDS,Latex Powdered Gloves (10 Pieces),16N0690031064,1-1-04-02-23-00082,N/A,13/10/2025,"N D S International Co., Ltd.","112 Soi 45 , 109 Soi 47 Phetkasem Rd., Hatyai Sub-sistrict, Hatyai District, Songkhla Province 90110,Thailand, Hat Yai, Hat Yai, Songkhla, 90110",md@ndsinter.com,-,082-6942599,Latex Powdered Gloves (10 Pieces),https://halal.co.th/storages/products/634734.jpg,Utilities
GREEN PLUS,LAUNDRY DETERGENT GREEN PLUS DELUX,15P5860050965,นม 5/2564,8 858857 200065,31/08/2026,"K. C. CHEMITECH CO.,LTD (HEAD OFFICE)","101 Moo.10 Mittrapap Rd., Kokgruad, Muang, Nakhon Ratchasima 30280, Khok Kruat, Mueang Nakhon Ratchasima, Nakhon Ratchasima, 30280",kc_chemitech@hotmail.com,MISS NULADA MANEERATTANAKUL,062-6966659,COSMETIC AND CLEAN CARE PRODUCT,https://halal.co.th/storages/products/684507.png,Utilities
N/A,LEMON BURST SCENT DISHWASHING LIQUID,15G0291100565,345/2564,N/A,03/03/2026,OSOTSPA PUBLIC COMPANY LIMITED,"348 RAMKHAMHAENG ROAD, HUAMAK, BANGKAPI, BANGKOK 10240, THAILAND., Hua Mak, Khet Bang Kapi, Bangkok, 10240",Krisda.unw@osotspa.com,Mr. Krisda,063-206-0379,LEMON BURST SCENT DISHWASHING LIQUID,https://halal.co.th/storages/products/806769.png,Utilities
